,index,股票代號,股票名稱,融資前日餘額,融資今日餘額,融券前日餘額,融券今日餘額,融資買進,融資賣出,融資現金償還,融資限額,融券買進,融券賣出,融券現券償還,融券限額,資券互抵,註記,filter
2022-12-08,323.0,1760,寶齡富錦,7235,7242,2640,2614,,,,,,,,,,,False
2022-12-12,,1760,寶齡富錦,7810,8106,2417,2615,1299.0,1002.0,1.0,21434.0,67.0,270.0,5.0,21434.0,10.0, ,False
2022-12-13,,1760,寶齡富錦,8219,7912,2531,2384,1415.0,1722.0,,21434.0,170.0,23.0,,21434.0,15.0, ,False
2022-12-14,,1760,寶齡富錦,7912,7554,2384,2537,673.0,1030.0,1.0,21434.0,208.0,361.0,,21434.0,32.0, ,False
2022-12-15,,1760,寶齡富錦,7554,7707,2537,2652,626.0,472.0,1.0,21434.0,59.0,174.0,,21434.0,13.0, ,False
2022-12-18,,1760,寶齡富錦,7707,7855,2652,2617,1078.0,930.0,,21434.0,96.0,61.0,,21434.0,19.0, ,False
2022-12-19,,1760,寶齡富錦,7855,7788,2617,2709,514.0,550.0,31.0,21434.0,18.0,110.0,,21434.0,14.0, ,False
2022-12-20,,1760,寶齡富錦,7788,7273,2709,2310,613.0,1128.0,,21434.0,457.0,58.0,,21434.0,8.0, ,False
2022-12-21,,1760,寶齡富錦,7273,7533,2310,2272,660.0,400.0,,21434.0,64.0,26.0,,21434.0,4.0, ,False
2022-12-23,,1760,寶齡富錦,7478,6470,2462,2997,1502.0,2510.0,,21434.0,98.0,633.0,,21434.0,40.0, ,False
2022-12-26,,1760,寶齡富錦,6470,8428,2997,2752,3467.0,1207.0,302.0,21434.0,408.0,163.0,,21434.0,12.0, ,False
2022-12-27,,1760,寶齡富錦,8428,8316,2752,2273,1312.0,1418.0,6.0,21434.0,477.0,3.0,5.0,21434.0,, ,False
2022-12-28,,1760,寶齡富錦,8316,7942,2273,2443,455.0,828.0,1.0,21434.0,30.0,201.0,1.0,21434.0,16.0, ,False
2022-12-29,,1760,寶齡富錦,7942,7817,2443,2576,985.0,1108.0,2.0,21434.0,97.0,230.0,,21434.0,38.0, ,False
2022-12-30,,1760,寶齡富錦,7817,7965,2576,2603,803.0,654.0,1.0,21434.0,47.0,74.0,,21434.0,15.0, ,False
2023-01-03,,1760,寶齡富錦,7965,8017,2603,2518,627.0,575.0,,21434.0,99.0,14.0,,21434.0,5.0, ,
2023-01-04,,1760,寶齡富錦,8017,8082,2518,2349,581.0,515.0,1.0,21434.0,210.0,42.0,1.0,21434.0,4.0, ,
2023-01-05,,1760,寶齡富錦,8082,7994,2349,2320,275.0,362.0,1.0,21434.0,61.0,37.0,5.0,21434.0,4.0, ,
2023-01-06,,1760,寶齡富錦,7994,7954,2320,2301,172.0,210.0,2.0,21434.0,39.0,27.0,7.0,21434.0,1.0, ,
2023-01-10,,1760,寶齡富錦,7715,7612,2349,2244,446.0,549.0,,21434.0,214.0,109.0,,21434.0,1.0, ,
2023-01-11,,1760,寶齡富錦,7612,7661,2244,2155,340.0,289.0,2.0,21434.0,124.0,35.0,,21434.0,, ,
2023-01-12,,1760,寶齡富錦,7661,7698,2155,2122,316.0,278.0,1.0,21434.0,91.0,58.0,,21434.0,7.0, ,
