,index,股票代號,股票名稱,融資前日餘額,融資今日餘額,融券前日餘額,融券今日餘額,融資買進,融資賣出,融資現金償還,融資限額,融券買進,融券賣出,融券現券償還,融券限額,資券互抵,註記,filter
2022-12-08,605.0,2834,臺企銀,17109,16499,792,469,,,,,,,,,,,False
2022-12-12,,2834,臺企銀,17145,15839,433,424,78.0,884.0,500.0,1889654.0,2.0,23.0,30.0,1889654.0,1.0, ,False
2022-12-13,,2834,臺企銀,16237,16297,462,471,363.0,303.0,,1889654.0,15.0,24.0,,1889654.0,2.0, ,False
2022-12-14,,2834,臺企銀,16297,16359,471,478,283.0,217.0,4.0,1889654.0,17.0,24.0,,1889654.0,1.0, ,False
2022-12-15,,2834,臺企銀,16359,16632,478,495,476.0,203.0,,1889654.0,1.0,33.0,15.0,1889654.0,, ,False
2022-12-18,,2834,臺企銀,16632,16578,495,494,116.0,170.0,,1889654.0,25.0,24.0,,1889654.0,, ,False
2022-12-19,,2834,臺企銀,16578,16307,494,509,157.0,428.0,,1889654.0,1.0,16.0,,1889654.0,1.0, ,False
2022-12-20,,2834,臺企銀,16307,15687,509,501,243.0,863.0,,1889654.0,9.0,1.0,,1889654.0,, ,False
2022-12-21,,2834,臺企銀,15687,14902,501,470,131.0,916.0,,1889654.0,31.0,,,1889654.0,11.0, ,False
2022-12-23,,2834,臺企銀,14873,14825,475,492,22.0,70.0,,1889654.0,,17.0,,1889654.0,, ,False
2022-12-26,,2834,臺企銀,14825,14837,492,492,85.0,73.0,,1889654.0,2.0,2.0,,1889654.0,, ,False
2022-12-27,,2834,臺企銀,14837,14818,492,496,153.0,172.0,,1889654.0,,4.0,,1889654.0,1.0, ,False
2022-12-28,,2834,臺企銀,14818,14871,496,491,242.0,189.0,,1889654.0,7.0,2.0,,1889654.0,, ,False
2022-12-29,,2834,臺企銀,14871,14788,491,488,41.0,124.0,,1889654.0,8.0,5.0,,1889654.0,, ,False
2022-12-30,,2834,臺企銀,14788,14774,488,490,40.0,53.0,1.0,1889654.0,5.0,7.0,,1889654.0,, ,False
2023-01-03,,2834,臺企銀,14774,14797,490,502,54.0,27.0,4.0,1889654.0,13.0,25.0,,1889654.0,, ,
2023-01-04,,2834,臺企銀,14797,14832,502,500,99.0,59.0,5.0,1889654.0,2.0,,,1889654.0,, ,
2023-01-05,,2834,臺企銀,14832,14871,500,501,87.0,48.0,,1889654.0,3.0,4.0,,1889654.0,, ,
2023-01-06,,2834,臺企銀,14871,14941,501,500,100.0,30.0,,1889654.0,3.0,2.0,,1889654.0,, ,
2023-01-10,,2834,臺企銀,16557,20303,521,538,5749.0,2003.0,,1889654.0,7.0,24.0,,1889654.0,, ,
2023-01-11,,2834,臺企銀,20303,22873,538,545,3110.0,540.0,,1889654.0,15.0,22.0,,1889654.0,, ,
2023-01-12,,2834,臺企銀,22873,22911,545,513,377.0,326.0,13.0,1889654.0,35.0,3.0,,1889654.0,, ,
2023-01-14,,2834,臺企銀,22911,22232,513,512,221.0,898.0,2.0,1889654.0,3.0,3.0,1.0,1889654.0,, ,
2023-01-16,,2834,臺企銀,22232,21607,512,566,612.0,1214.0,23.0,1889654.0,22.0,76.0,,1889654.0,1.0, ,
2023-01-18,,2834,臺企銀,21607,21067,566,510,300.0,700.0,140.0,1889654.0,56.0,,,1889654.0,2.0, ,
2023-02-01,,2834,臺企銀,20795,20375,404,401,164.0,577.0,7.0,1889654.0,3.0,,,1889654.0,, ,
2023-02-02,,2834,臺企銀,20795,20375,404,401,164.0,577.0,7.0,1889654.0,3.0,,,1889654.0,, ,
2023-02-03,,2834,臺企銀,18751,13881,381,467,378.0,5248.0,,1889654.0,24.0,110.0,,1889654.0,, ,
2023-02-04,,2834,臺企銀,18751,13881,381,467,378.0,5248.0,,1889654.0,24.0,110.0,,1889654.0,, ,
2023-02-06,,2834,臺企銀,13881,13821,467,449,100.0,160.0,,1889654.0,18.0,,,1889654.0,, ,
2023-02-07,,2834,臺企銀,13821,14339,449,468,1229.0,711.0,,1889654.0,,19.0,,1889654.0,, ,
2023-02-08,,2834,臺企銀,14339,14552,468,464,400.0,187.0,,1889654.0,4.0,,,1889654.0,, ,
2023-02-09,,2834,臺企銀,14552,14454,464,465,77.0,175.0,,1889654.0,,1.0,,1889654.0,, ,
2023-02-10,,2834,臺企銀,14454,14585,465,471,232.0,101.0,,1889654.0,1.0,7.0,,1889654.0,, ,
2023-02-11,,2834,臺企銀,14454,14585,465,471,232.0,101.0,,1889654.0,1.0,7.0,,1889654.0,, ,
2023-02-13,,2834,臺企銀,14585,14563,471,748,471.0,493.0,,1889654.0,,277.0,,1889654.0,4.0, ,
2023-02-14,,2834,臺企銀,14563,14482,748,716,295.0,376.0,,1889654.0,52.0,20.0,,1889654.0,4.0, ,
2023-02-15,,2834,臺企銀,14482,14238,716,719,396.0,640.0,,1889654.0,2.0,5.0,,1889654.0,, ,
2023-02-16,,2834,臺企銀,14238,14270,719,721,237.0,205.0,,1889654.0,,2.0,,1889654.0,, ,
2023-02-17,,2834,臺企銀,14270,14504,721,624,629.0,394.0,1.0,1889654.0,101.0,4.0,,1889654.0,, ,
2023-02-18,,2834,臺企銀,14270,14504,721,624,629,394,1,1889654,101,4,,1889654,, ,
