,index,股票代號,股票名稱,融資前日餘額,融資今日餘額,融券前日餘額,融券今日餘額,融資買進,融資賣出,融資現金償還,融資限額,融券買進,融券賣出,融券現券償還,融券限額,資券互抵,註記,filter
2022-12-08,194.0,1402,遠東新,3531,3920,20,20,,,,,,,,,,,False
2022-12-12,,1402,遠東新,3890,3877,42,42,39.0,52.0,,1338218.0,,,,1338218.0,, ,False
2022-12-13,,1402,遠東新,3821,3901,43,45,193.0,113.0,,1338218.0,1.0,3.0,,1338218.0,, ,False
2022-12-14,,1402,遠東新,3901,3862,45,45,34.0,73.0,,1338218.0,,,,1338218.0,, ,False
2022-12-15,,1402,遠東新,3862,4196,45,46,466.0,132.0,,1338218.0,,1.0,,1338218.0,1.0, ,False
2022-12-18,,1402,遠東新,4196,4062,46,48,91.0,225.0,,1338218.0,,2.0,,1338218.0,4.0, ,False
2022-12-19,,1402,遠東新,4062,4288,48,18,383.0,157.0,,1338218.0,32.0,2.0,,1338218.0,, ,False
2022-12-20,,1402,遠東新,4288,4338,18,9,106.0,56.0,,1338218.0,9.0,,,1338218.0,, ,False
2022-12-21,,1402,遠東新,4338,4347,9,9,52.0,43.0,,1338218.0,1.0,1.0,,1338218.0,, ,False
2022-12-23,,1402,遠東新,4149,4492,579,133,376.0,33.0,,1338218.0,447.0,1.0,,1338218.0,1.0, ,False
2022-12-26,,1402,遠東新,4492,4448,133,136,13.0,57.0,,1338218.0,3.0,6.0,,1338218.0,, ,False
2022-12-27,,1402,遠東新,4448,4267,136,69,20.0,171.0,30.0,1338218.0,,3.0,70.0,1338218.0,, ,False
2022-12-28,,1402,遠東新,4267,4190,69,70,5.0,47.0,35.0,1338218.0,,1.0,,1338218.0,5.0, ,False
2022-12-29,,1402,遠東新,4190,4188,70,70,7.0,7.0,2.0,1338218.0,1.0,1.0,,1338218.0,, ,False
2022-12-30,,1402,遠東新,4188,4152,70,69,46.0,82.0,,1338218.0,1.0,,,1338218.0,, ,False
2023-01-03,,1402,遠東新,4152,4132,69,69,18.0,36.0,2.0,1338218.0,,,,1338218.0,1.0, ,
2023-01-04,,1402,遠東新,4132,4063,69,69,3.0,71.0,1.0,1338218.0,,,,1338218.0,, ,
2023-01-05,,1402,遠東新,4063,4058,69,69,30.0,34.0,1.0,1338218.0,,,,1338218.0,, ,
2023-01-06,,1402,遠東新,4058,4043,69,61,9.0,24.0,,1338218.0,8.0,,,1338218.0,, ,
2023-01-10,,1402,遠東新,4013,4040,62,61,34.0,7.0,,1338218.0,1.0,,,1338218.0,, ,
2023-01-11,,1402,遠東新,4040,3921,61,62,,118.0,1.0,1338218.0,,1.0,,1338218.0,, ,
2023-01-12,,1402,遠東新,3921,3900,62,62,12.0,33.0,,1338218.0,,,,1338218.0,, ,
2023-01-14,,1402,遠東新,3900,3882,62,61,15.0,31.0,2.0,1338218.0,1.0,,,1338218.0,, ,
2023-01-16,,1402,遠東新,3882,3731,61,60,18.0,169.0,,1338218.0,1.0,,,1338218.0,, ,
2023-01-18,,1402,遠東新,3731,3722,60,60,39.0,48.0,,1338218.0,,,,1338218.0,, ,
2023-02-01,,1402,遠東新,3429,3522,11,5,110.0,17.0,,1338218.0,8.0,2.0,,1338218.0,, ,
2023-02-02,,1402,遠東新,3429,3522,11,5,110.0,17.0,,1338218.0,8.0,2.0,,1338218.0,, ,
2023-02-03,,1402,遠東新,3577,3657,5,9,98.0,18.0,,1338218.0,,4.0,,1338218.0,, ,
2023-02-04,,1402,遠東新,3577,3657,5,9,98.0,18.0,,1338218.0,,4.0,,1338218.0,, ,
2023-02-06,,1402,遠東新,3657,3640,9,8,32.0,49.0,,1338218.0,1.0,,,1338218.0,, ,
2023-02-07,,1402,遠東新,3640,3643,8,8,8.0,5.0,,1338218.0,,,,1338218.0,, ,
2023-02-08,,1402,遠東新,3643,3675,8,8,45.0,13.0,,1338218.0,,,,1338218.0,, ,
2023-02-09,,1402,遠東新,3675,3754,8,9,117.0,38.0,,1338218.0,,1.0,,1338218.0,, ,
2023-02-10,,1402,遠東新,3754,3754,9,9,11.0,11.0,,1338218.0,,,,1338218.0,, ,
2023-02-11,,1402,遠東新,3754,3754,9,9,11.0,11.0,,1338218.0,,,,1338218.0,, ,
2023-02-13,,1402,遠東新,3754,3761,9,9,19.0,12.0,,1338218.0,,,,1338218.0,5.0, ,
2023-02-14,,1402,遠東新,3761,3794,9,9,38.0,5.0,,1338218.0,1.0,1.0,,1338218.0,, ,
2023-02-15,,1402,遠東新,3794,3802,9,8,40.0,32.0,,1338218.0,1.0,,,1338218.0,, ,
2023-02-16,,1402,遠東新,3802,3769,8,8,10.0,43.0,,1338218.0,1.0,1.0,,1338218.0,, ,
2023-02-17,,1402,遠東新,3769,3820,8,4,70.0,18.0,1.0,1338218.0,4.0,,,1338218.0,, ,
2023-02-18,,1402,遠東新,3769,3820,8,4,70,18,1,1338218,4,,,1338218,, ,
