,index,股票代號,股票名稱,融資前日餘額,融資今日餘額,融券前日餘額,融券今日餘額,融資買進,融資賣出,融資現金償還,融資限額,融券買進,融券賣出,融券現券償還,融券限額,資券互抵,註記,filter
2022-12-08,931.0,6235,華孚,15916,15262,1061,938,,,,,,,,,,,False
2022-12-12,,6235,華孚,15433,15655,964,948,608.0,386.0,,47886.0,21.0,5.0,,47886.0,4.0, ,False
2022-12-13,,6235,華孚,15750,15863,994,980,660.0,547.0,,47886.0,15.0,1.0,,47886.0,7.0, ,False
2022-12-14,,6235,華孚,15863,15948,980,995,401.0,315.0,1.0,47886.0,2.0,17.0,,47886.0,2.0, ,False
2022-12-15,,6235,華孚,15948,16475,995,1040,1191.0,664.0,,47886.0,3.0,48.0,,47886.0,11.0, ,False
2022-12-18,,6235,華孚,16475,16995,1040,1067,1067.0,547.0,,47886.0,50.0,77.0,,47886.0,2.0, ,False
2022-12-19,,6235,華孚,16995,17082,1067,1092,248.0,161.0,,47886.0,5.0,30.0,,47886.0,1.0, ,False
2022-12-20,,6235,華孚,17082,15836,1092,980,846.0,2082.0,10.0,47886.0,195.0,83.0,,47886.0,5.0, ,False
2022-12-21,,6235,華孚,15836,15457,980,965,248.0,625.0,2.0,47886.0,75.0,60.0,,47886.0,3.0, ,False
2022-12-23,,6235,華孚,15577,15479,937,941,71.0,169.0,,47886.0,27.0,31.0,,47886.0,3.0, ,False
2022-12-26,,6235,華孚,15479,15626,941,930,211.0,64.0,,47886.0,20.0,9.0,,47886.0,2.0, ,False
2022-12-27,,6235,華孚,15626,15540,930,888,131.0,216.0,1.0,47886.0,19.0,8.0,31.0,47886.0,1.0, ,False
2022-12-28,,6235,華孚,15540,15102,888,769,476.0,914.0,,47886.0,148.0,29.0,,47886.0,3.0, ,False
2022-12-29,,6235,華孚,15102,14968,769,612,248.0,371.0,11.0,47886.0,157.0,,,47886.0,, ,False
2022-12-30,,6235,華孚,14968,14917,612,624,294.0,341.0,4.0,47886.0,22.0,34.0,,47886.0,3.0, ,False
2023-01-03,,6235,華孚,14917,15489,624,628,1081.0,507.0,2.0,47886.0,45.0,49.0,,47886.0,9.0, ,
2023-01-04,,6235,華孚,15489,15473,628,639,1639.0,1655.0,,47886.0,45.0,56.0,,47886.0,38.0, ,
2023-01-05,,6235,華孚,15473,15328,639,715,320.0,465.0,,47886.0,33.0,109.0,,47886.0,4.0, ,
2023-01-06,,6235,華孚,15328,15169,715,681,130.0,289.0,,47886.0,45.0,11.0,,47886.0,1.0, ,
2023-01-10,,6235,華孚,15169,15127,677,711,388.0,428.0,2.0,47886.0,63.0,97.0,,47886.0,3.0, ,
2023-01-11,,6235,華孚,15127,14905,711,653,271.0,492.0,1.0,47886.0,68.0,10.0,,47886.0,5.0, ,
2023-01-12,,6235,華孚,14905,14892,653,610,169.0,182.0,,47886.0,53.0,10.0,,47886.0,3.0, ,
2023-01-14,,6235,華孚,14892,14923,610,606,173.0,142.0,,47886.0,17.0,13.0,,47886.0,4.0, ,
2023-01-16,,6235,華孚,14923,14897,606,594,139.0,155.0,10.0,47886.0,17.0,5.0,,47886.0,2.0, ,
2023-01-18,,6235,華孚,14897,14823,594,569,69.0,129.0,14.0,47886.0,27.0,2.0,,47886.0,1.0, ,
2023-02-01,,6235,華孚,14292,14470,589,547,562.0,368.0,16.0,47886.0,47.0,5.0,,47886.0,2.0, ,
2023-02-02,,6235,華孚,14292,14470,589,547,562.0,368.0,16.0,47886.0,47.0,5.0,,47886.0,2.0, ,
2023-02-03,,6235,華孚,14547,15982,465,465,2491.0,1056.0,,47886.0,16.0,16.0,,47886.0,32.0, ,
2023-02-04,,6235,華孚,14547,15982,465,465,2491.0,1056.0,,47886.0,16.0,16.0,,47886.0,32.0, ,
2023-02-06,,6235,華孚,15982,18306,465,660,5903.0,3577.0,2.0,47886.0,13.0,208.0,,47886.0,78.0, ,
2023-02-07,,6235,華孚,18306,19203,660,1265,5003.0,4106.0,,47886.0,16.0,641.0,20.0,47886.0,63.0, ,
2023-02-08,,6235,華孚,19203,20037,1265,3923,5214.0,4380.0,,47886.0,83.0,2741.0,,47886.0,67.0, ,
2023-02-09,,6235,華孚,20037,16720,3923,4674,3378.0,6695.0,,47886.0,578.0,1329.0,,47886.0,261.0, ,
2023-02-10,,6235,華孚,16720,14928,4674,4241,2635.0,4426.0,1.0,47886.0,639.0,208.0,2.0,47886.0,91.0, ,
2023-02-11,,6235,華孚,16720,14928,4674,4241,2635.0,4426.0,1.0,47886.0,639.0,208.0,2.0,47886.0,91.0, ,
2023-02-13,,6235,華孚,14928,16187,4241,3884,2865.0,1606.0,,47886.0,517.0,160.0,,47886.0,44.0, ,
2023-02-14,,6235,華孚,16187,15516,3884,3450,1419.0,2090.0,,47936.0,437.0,63.0,60.0,47936.0,24.0, ,
2023-02-15,,6235,華孚,15516,17167,3450,3508,3576.0,1925.0,,47936.0,96.0,155.0,1.0,47936.0,131.0, ,
2023-02-16,,6235,華孚,17166,16881,3508,3389,1613.0,1898.0,,47936.0,344.0,226.0,1.0,47936.0,20.0, ,
