,index,股票代號,股票名稱,融資前日餘額,融資今日餘額,融券前日餘額,融券今日餘額,融資買進,融資賣出,融資現金償還,融資限額,融券買進,融券賣出,融券現券償還,融券限額,資券互抵,註記,filter
2022-12-08,1067.0,9904,寶成,8212,7968,297,301,,,,,,,,,,,False
2022-12-12,,9904,寶成,8783,9105,330,342,905.0,564.0,19.0,736696.0,7.0,19.0,,736696.0,8.0, ,False
2022-12-13,,9904,寶成,8517,7320,338,334,518.0,1715.0,,736696.0,15.0,11.0,,736696.0,1.0, ,False
2022-12-14,,9904,寶成,7320,6746,334,343,126.0,694.0,6.0,736696.0,,9.0,,736696.0,, ,False
2022-12-15,,9904,寶成,6746,6551,343,358,449.0,641.0,3.0,736696.0,,15.0,,736696.0,, ,False
2022-12-18,,9904,寶成,6551,6514,358,346,401.0,437.0,1.0,736696.0,17.0,5.0,,736696.0,, ,False
2022-12-19,,9904,寶成,6514,6079,346,369,189.0,567.0,57.0,736696.0,1.0,24.0,,736696.0,1.0, ,False
2022-12-20,,9904,寶成,6079,5589,369,362,198.0,688.0,,736696.0,19.0,12.0,,736696.0,, ,False
2022-12-21,,9904,寶成,5589,5626,362,371,456.0,408.0,11.0,736696.0,,9.0,,736696.0,2.0, ,False
2022-12-23,,9904,寶成,5397,5345,394,398,256.0,308.0,,736696.0,4.0,8.0,,736696.0,2.0, ,False
2022-12-26,,9904,寶成,5345,5536,398,392,342.0,151.0,,736696.0,8.0,2.0,,736696.0,, ,False
2022-12-27,,9904,寶成,5536,5231,392,395,129.0,432.0,2.0,736696.0,1.0,4.0,,736696.0,, ,False
2022-12-28,,9904,寶成,5231,5118,395,393,247.0,341.0,19.0,736696.0,6.0,4.0,,736696.0,, ,False
2022-12-29,,9904,寶成,5118,5161,393,390,358.0,314.0,1.0,736696.0,10.0,7.0,,736696.0,10.0, ,False
2022-12-30,,9904,寶成,5161,4994,390,465,670.0,801.0,36.0,736696.0,5.0,80.0,,736696.0,1.0, ,False
2023-01-03,,9904,寶成,4994,5562,465,426,725.0,154.0,3.0,736696.0,39.0,1.0,1.0,736696.0,, ,
2023-01-04,,9904,寶成,5562,4808,426,431,159.0,908.0,5.0,736696.0,,5.0,,736696.0,2.0, ,
2023-01-05,,9904,寶成,4808,5035,431,446,341.0,103.0,11.0,736696.0,4.0,20.0,1.0,736696.0,, ,
2023-01-06,,9904,寶成,5035,4788,446,451,42.0,283.0,6.0,736696.0,2.0,7.0,,736696.0,, ,
2023-01-10,,9904,寶成,4557,4391,444,445,147.0,312.0,1.0,736696.0,7.0,8.0,,736696.0,, ,
2023-01-11,,9904,寶成,4391,4325,445,439,66.0,127.0,5.0,736696.0,6.0,,,736696.0,5.0, ,
2023-01-12,,9904,寶成,4325,4274,439,446,48.0,98.0,1.0,736696.0,,7.0,,736696.0,, ,
2023-01-14,,9904,寶成,4274,3997,446,451,22.0,295.0,4.0,736696.0,,5.0,,736696.0,, ,
2023-01-16,,9904,寶成,3997,4073,451,446,149.0,72.0,1.0,736696.0,7.0,2.0,,736696.0,, ,
2023-01-18,,9904,寶成,4073,3814,446,444,61.0,291.0,29.0,736696.0,5.0,3.0,,736696.0,, ,
2023-02-01,,9904,寶成,3885,4787,488,457,1049.0,147.0,,736696.0,47.0,16.0,,736696.0,2.0, ,
2023-02-02,,9904,寶成,3885,4787,488,457,1049.0,147.0,,736696.0,47.0,16.0,,736696.0,2.0, ,
2023-02-03,,9904,寶成,4677,4567,469,476,136.0,228.0,18.0,736696.0,11.0,18.0,,736696.0,4.0, ,
2023-02-04,,9904,寶成,4677,4567,469,476,136.0,228.0,18.0,736696.0,11.0,18.0,,736696.0,4.0, ,
2023-02-06,,9904,寶成,4567,4847,476,482,360.0,80.0,,736696.0,4.0,10.0,,736696.0,, ,
2023-02-07,,9904,寶成,4847,4743,482,479,314.0,408.0,10.0,736696.0,27.0,24.0,,736696.0,, ,
2023-02-08,,9904,寶成,4743,4694,479,489,153.0,202.0,,736696.0,8.0,18.0,,736696.0,1.0, ,
2023-02-09,,9904,寶成,4694,4706,489,470,128.0,116.0,,736696.0,27.0,8.0,,736696.0,, ,
2023-02-10,,9904,寶成,4706,4660,470,464,80.0,126.0,,736696.0,14.0,8.0,,736696.0,, ,
2023-02-11,,9904,寶成,4706,4660,470,464,80.0,126.0,,736696.0,14.0,8.0,,736696.0,, ,
2023-02-13,,9904,寶成,4660,4722,464,460,142.0,80.0,,736696.0,5.0,1.0,,736696.0,, ,
2023-02-14,,9904,寶成,4722,3482,460,493,211.0,1451.0,,736696.0,11.0,44.0,,736696.0,, ,
2023-02-15,,9904,寶成,3482,3780,493,486,449.0,151.0,,736696.0,13.0,6.0,,736696.0,, ,
2023-02-16,,9904,寶成,3780,3876,486,479,236.0,140.0,,736696.0,11.0,4.0,,736696.0,, ,
2023-02-17,,9904,寶成,3876,4029,479,483,263.0,110.0,,736696.0,2.0,6.0,,736696.0,, ,
2023-02-18,,9904,寶成,3876,4029,479,483,263.0,110.0,,736696.0,2.0,6.0,,736696.0,, ,
2023-02-20,,9904,寶成,4029,4041,483,478,178.0,166.0,,736696.0,6.0,1.0,,736696.0,, ,
2023-02-21,,9904,寶成,4041,3831,478,463,284,494,,736696,36,21,,736696,5, ,
