,index,股票代號,股票名稱,融資前日餘額,融資今日餘額,融券前日餘額,融券今日餘額,融資買進,融資賣出,融資現金償還,融資限額,融券買進,融券賣出,融券現券償還,融券限額,資券互抵,註記,filter
2022-12-08,1057.0,8996,高力,13150,12310,6461,6402,,,,,,,,,,,False
2022-12-12,,8996,高力,12310,12455,6584,6499,1535.0,1390.0,,22346.0,131.0,52.0,6.0,22346.0,18.0, ,False
2022-12-13,,8996,高力,12515,12320,6443,6370,475.0,658.0,12.0,22346.0,88.0,15.0,,22346.0,1.0, ,False
2022-12-14,,8996,高力,12320,11371,6370,6689,806.0,1755.0,,22346.0,51.0,370.0,,22346.0,2.0, ,False
2022-12-15,,8996,高力,11371,11305,6689,6644,1029.0,1095.0,,22346.0,89.0,67.0,23.0,22346.0,5.0, ,False
2022-12-18,,8996,高力,11305,11555,6644,6458,1008.0,758.0,,22346.0,189.0,3.0,,22346.0,, ,False
2022-12-19,,8996,高力,11555,11502,6458,6402,208.0,261.0,,22346.0,26.0,20.0,50.0,22346.0,2.0, ,False
2022-12-20,,8996,高力,11502,11340,6402,6388,727.0,872.0,17.0,22346.0,105.0,93.0,2.0,22346.0,9.0, ,False
2022-12-21,,8996,高力,11340,11608,6388,6386,547.0,207.0,72.0,22346.0,60.0,58.0,,22346.0,2.0, ,False
2022-12-23,,8996,高力,11538,10558,6436,6590,326.0,1305.0,1.0,22346.0,71.0,226.0,1.0,22346.0,10.0, ,False
2022-12-26,,8996,高力,10558,11500,6590,6367,1253.0,311.0,,22346.0,223.0,5.0,5.0,22346.0,2.0, ,False
2022-12-27,,8996,高力,11500,11862,6367,6359,624.0,262.0,,22346.0,45.0,37.0,,22346.0,1.0, ,False
2022-12-28,,8996,高力,11862,11921,6359,6397,319.0,260.0,,22346.0,28.0,66.0,,22346.0,6.0, ,False
2022-12-29,,8996,高力,11921,11141,6397,6564,379.0,1159.0,,22346.0,84.0,251.0,,22346.0,24.0, ,False
2022-12-30,,8996,高力,11141,10302,6564,6683,294.0,1133.0,,22346.0,42.0,161.0,,22346.0,13.0, ,False
2023-01-03,,8996,高力,10302,10549,6683,6624,684.0,437.0,,22346.0,146.0,87.0,,22346.0,29.0, ,
2023-01-04,,8996,高力,10549,10808,6624,6453,935.0,676.0,,22346.0,192.0,21.0,,22346.0,6.0, ,
2023-01-05,,8996,高力,10808,11519,6453,6316,1009.0,298.0,,22346.0,142.0,5.0,,22346.0,2.0, ,
2023-01-06,,8996,高力,11519,11404,6316,6395,492.0,587.0,20.0,22346.0,10.0,89.0,,22346.0,6.0, ,
2023-01-10,,8996,高力,11209,11259,6401,6373,380.0,330.0,,22346.0,41.0,13.0,,22346.0,2.0, ,
2023-01-11,,8996,高力,11259,10802,6373,6446,651.0,1108.0,,22346.0,27.0,100.0,,22346.0,2.0, ,
2023-01-12,,8996,高力,10802,11081,6446,6352,726.0,447.0,,22346.0,121.0,27.0,,22346.0,7.0, ,
2023-01-14,,8996,高力,11081,11129,6352,6366,204.0,131.0,25.0,22346.0,30.0,44.0,,22346.0,, ,
2023-01-16,,8996,高力,11129,10911,6366,6438,348.0,564.0,2.0,22346.0,37.0,111.0,2.0,22346.0,13.0, ,
2023-01-18,,8996,高力,10911,9947,6438,6693,755.0,1716.0,3.0,22346.0,114.0,369.0,,22346.0,26.0, ,
2023-02-01,,8996,高力,11066,10921,6291,6054,1061.0,1206.0,,22346.0,278.0,41.0,,22346.0,8.0, ,
2023-02-02,,8996,高力,11066,10921,6291,6054,1061.0,1206.0,,22346.0,278.0,41.0,,22346.0,8.0, ,
2023-02-03,,8996,高力,11626,11366,6047,6056,530.0,790.0,,22346.0,30.0,39.0,,22346.0,20.0, ,
2023-02-04,,8996,高力,11626,11366,6047,6056,530.0,790.0,,22346.0,30.0,39.0,,22346.0,20.0, ,
2023-02-06,,8996,高力,11366,11512,6056,6058,361.0,215.0,,22346.0,67.0,69.0,,22346.0,15.0, ,
2023-02-07,,8996,高力,11512,12239,6058,6041,1074.0,346.0,1.0,22346.0,37.0,21.0,1.0,22346.0,10.0, ,
2023-02-08,,8996,高力,12239,12193,6041,5957,1080.0,1126.0,,22346.0,147.0,65.0,2.0,22346.0,12.0, ,
2023-02-09,,8996,高力,12193,12210,5957,5752,1426.0,1406.0,3.0,22346.0,391.0,189.0,3.0,22346.0,30.0, ,
2023-02-10,,8996,高力,12210,11622,5752,5637,666.0,1254.0,,22346.0,168.0,53.0,,22346.0,8.0, ,
2023-02-11,,8996,高力,12210,11622,5752,5637,666.0,1254.0,,22346.0,168.0,53.0,,22346.0,8.0, ,
2023-02-13,,8996,高力,11622,11581,5637,5718,1011.0,1051.0,1.0,22346.0,44.0,126.0,1.0,22346.0,10.0, ,
2023-02-14,,8996,高力,11581,12245,5718,5584,1108.0,444.0,,22346.0,149.0,16.0,1.0,22346.0,5.0, ,
2023-02-15,,8996,高力,12245,11747,5584,5610,534.0,994.0,38.0,22346.0,23.0,49.0,,22346.0,8.0, ,
