,index,股票代號,股票名稱,融資前日餘額,融資今日餘額,融券前日餘額,融券今日餘額,融資買進,融資賣出,融資現金償還,融資限額,融券買進,融券賣出,融券現券償還,融券限額,資券互抵,註記,filter
2022-12-08,820.0,4763,材料-KY,4344,4410,93.0,94.0,,,,,,,,,,,False
2022-12-12,,4763,材料-KY,4417,4883,89.0,52.0,751.0,285.0,,16641.0,51.0,15.0,1.0,16641.0,22.0, ,False
2022-12-13,,4763,材料-KY,4988,5123,26.0,1.0,261.0,126.0,,16641.0,25.0,,,16641.0,,X ,False
2022-12-14,,4763,材料-KY,5123,5079,1.0,,110.0,154.0,,17365.0,,,1.0,17365.0,,X ,False
2022-12-15,,4763,材料-KY,5079,5197,,,223.0,105.0,,17365.0,,,,17365.0,,X ,False
2022-12-18,,4763,材料-KY,5197,5127,,,120.0,190.0,,17365.0,,,,17365.0,, ,False
2022-12-19,,4763,材料-KY,5127,5089,,30.0,66.0,104.0,,17365.0,,30.0,,17365.0,22.0, ,False
2022-12-20,,4763,材料-KY,5089,5205,30.0,145.0,497.0,371.0,10.0,17365.0,5.0,120.0,,17365.0,53.0, ,False
2022-12-21,,4763,材料-KY,5205,5083,145.0,331.0,338.0,460.0,,17365.0,1.0,187.0,,17365.0,4.0, ,False
2022-12-23,,4763,材料-KY,5381,5615,283.0,310.0,330.0,96.0,,17365.0,15.0,42.0,,17365.0,, ,False
2022-12-26,,4763,材料-KY,5615,5467,310.0,312.0,93.0,241.0,,17365.0,6.0,8.0,,17365.0,1.0, ,False
2022-12-27,,4763,材料-KY,5467,5399,312.0,355.0,272.0,340.0,,17365.0,13.0,56.0,,17365.0,, ,False
2022-12-28,,4763,材料-KY,5399,5403,355.0,339.0,165.0,147.0,14.0,17365.0,11.0,20.0,25.0,17365.0,, ,False
2022-12-29,,4763,材料-KY,5403,5798,339.0,380.0,763.0,368.0,,17365.0,5.0,52.0,6.0,17365.0,1.0, ,False
2022-12-30,,4763,材料-KY,5798,6569,380.0,339.0,1054.0,283.0,,17365.0,29.0,22.0,34.0,17365.0,19.0, ,False
2023-01-03,,4763,材料-KY,6569,6299,339.0,562.0,345.0,614.0,1.0,17365.0,14.0,327.0,90.0,17365.0,11.0, ,
2023-01-04,,4763,材料-KY,6299,7004,562.0,725.0,1225.0,520.0,,17365.0,73.0,236.0,,17365.0,7.0, ,
2023-01-05,,4763,材料-KY,7004,7232,725.0,615.0,448.0,220.0,,17365.0,83.0,14.0,41.0,17365.0,1.0, ,
2023-01-06,,4763,材料-KY,7232,7638,615.0,672.0,940.0,522.0,12.0,17365.0,21.0,93.0,15.0,17365.0,3.0, ,
2023-01-10,,4763,材料-KY,8621,7297,1144.0,1340.0,771.0,2072.0,23.0,17365.0,87.0,300.0,17.0,17365.0,12.0, ,
2023-01-11,,4763,材料-KY,7297,7257,1340.0,1346.0,520.0,546.0,14.0,17365.0,61.0,131.0,64.0,17365.0,11.0, ,
