,index,股票代號,股票名稱,融資前日餘額,融資今日餘額,融券前日餘額,融券今日餘額,融資買進,融資賣出,融資現金償還,融資限額,融券買進,融券賣出,融券現券償還,融券限額,資券互抵,註記,filter
2022-12-08,336.0,1810,和成,25261,24661,4102,4065,,,,,,,,,,,False
2022-12-12,,1810,和成,25769,24969,4064,3936,1022.0,1822.0,,75819.0,145.0,30.0,13.0,75819.0,288.0, ,False
2022-12-13,,1810,和成,23864,23755,3286,3132,531.0,633.0,7.0,75819.0,224.0,70.0,,75819.0,147.0, ,False
2022-12-14,,1810,和成,23755,23697,3132,3166,1174.0,1232.0,,75819.0,104.0,138.0,,75819.0,557.0, ,False
2022-12-15,,1810,和成,23697,22298,3166,4452,1170.0,2569.0,,75819.0,18.0,1304.0,,75819.0,29.0, ,False
2022-12-18,,1810,和成,22298,23390,4452,3910,4645.0,3553.0,,75819.0,778.0,236.0,,75819.0,135.0, ,False
2022-12-19,,1810,和成,23390,22908,3910,3157,1532.0,2014.0,,75819.0,775.0,22.0,,75819.0,, ,False
2022-12-20,,1810,和成,22908,22835,3157,2962,1063.0,1134.0,2.0,75819.0,505.0,311.0,1.0,75819.0,19.0, ,False
2022-12-21,,1810,和成,22835,23040,2962,3359,1193.0,988.0,,75819.0,223.0,620.0,,75819.0,18.0, ,False
2022-12-23,,1810,和成,22835,22630,3137,3076,530.0,735.0,,75819.0,258.0,197.0,,75819.0,12.0, ,False
2022-12-26,,1810,和成,22630,23847,3076,3334,2591.0,1363.0,11.0,75819.0,349.0,608.0,1.0,75819.0,38.0, ,False
2022-12-27,,1810,和成,23847,23273,3334,3579,1016.0,1590.0,,75819.0,204.0,449.0,,75819.0,159.0, ,False
2022-12-28,,1810,和成,23273,23289,3579,3216,802.0,786.0,,75819.0,533.0,171.0,1.0,75819.0,46.0, ,False
2022-12-29,,1810,和成,23289,22998,3216,2943,218.0,508.0,1.0,75819.0,303.0,32.0,2.0,75819.0,22.0, ,False
2022-12-30,,1810,和成,22998,23853,2943,3723,1221.0,366.0,,75819.0,80.0,860.0,,75819.0,7.0, ,False
2023-01-03,,1810,和成,23853,23597,3723,3793,234.0,490.0,,75819.0,97.0,167.0,,75819.0,18.0, ,
2023-01-04,,1810,和成,23597,23543,3793,3564,117.0,171.0,,75819.0,237.0,13.0,5.0,75819.0,3.0, ,
2023-01-05,,1810,和成,23543,23421,3564,3051,206.0,318.0,10.0,75819.0,558.0,45.0,,75819.0,15.0, ,
2023-01-06,,1810,和成,23421,23383,3051,2921,253.0,291.0,,75819.0,187.0,57.0,,75819.0,6.0, ,
2023-01-10,,1810,和成,23608,23515,2865,2766,361.0,454.0,,75819.0,204.0,105.0,,75819.0,4.0, ,
2023-01-11,,1810,和成,23515,23473,2766,2832,202.0,234.0,10.0,75819.0,86.0,152.0,,75819.0,4.0, ,
2023-01-12,,1810,和成,23473,23136,2832,2807,269.0,603.0,3.0,75819.0,132.0,107.0,,75819.0,5.0, ,
2023-01-14,,1810,和成,23136,23174,2807,2769,146.0,106.0,2.0,75819.0,98.0,60.0,,75819.0,7.0, ,
2023-01-16,,1810,和成,23174,22607,2769,2427,174.0,741.0,,75819.0,403.0,67.0,6.0,75819.0,4.0, ,
2023-01-18,,1810,和成,22607,22482,2427,2255,685.0,807.0,3.0,75819.0,149.0,32.0,55.0,75819.0,1.0, ,
2023-02-01,,1810,和成,22482,25160,2153,2679,3374.0,696.0,,75819.0,85.0,611.0,,75819.0,44.0, ,
2023-02-02,,1810,和成,22482,25160,2153,2679,3374.0,696.0,,75819.0,85.0,611.0,,75819.0,44.0, ,
2023-02-03,,1810,和成,24898,24725,2574,2486,434.0,603.0,4.0,75819.0,88.0,,,75819.0,, ,
