,index,股票代號,股票名稱,融資前日餘額,融資今日餘額,融券前日餘額,融券今日餘額,融資買進,融資賣出,融資現金償還,融資限額,融券買進,融券賣出,融券現券償還,融券限額,資券互抵,註記,filter
2022-12-08,923.0,6213,聯茂,4169,3885,732,734,,,,,,,,,,,False
2022-12-12,,6213,聯茂,3776,3690,775,756,137.0,223.0,,90739.0,36.0,17.0,,90739.0,20.0, ,False
2022-12-13,,6213,聯茂,3659,3637,753,693,48.0,70.0,,90739.0,67.0,7.0,,90739.0,6.0, ,False
2022-12-14,,6213,聯茂,3637,3549,693,674,88.0,176.0,,90739.0,57.0,38.0,,90739.0,1.0, ,False
2022-12-15,,6213,聯茂,3549,3516,674,622,49.0,82.0,,90739.0,57.0,5.0,,90739.0,, ,False
2022-12-18,,6213,聯茂,3516,3620,622,572,225.0,119.0,2.0,90739.0,91.0,41.0,,90739.0,3.0, ,False
2022-12-19,,6213,聯茂,3620,3512,572,905,47.0,155.0,,90739.0,4.0,337.0,,90739.0,3.0, ,False
2022-12-20,,6213,聯茂,3512,3429,905,943,108.0,181.0,10.0,90739.0,100.0,138.0,,90739.0,, ,False
2022-12-21,,6213,聯茂,3429,3427,943,982,93.0,94.0,1.0,90739.0,70.0,110.0,1.0,90739.0,, ,False
2022-12-23,,6213,聯茂,3373,3374,930,900,28.0,27.0,,90739.0,70.0,40.0,,90739.0,5.0, ,False
2022-12-26,,6213,聯茂,3374,3392,900,856,23.0,5.0,,90739.0,48.0,4.0,,90739.0,, ,False
2022-12-27,,6213,聯茂,3392,3345,856,773,21.0,68.0,,90739.0,101.0,18.0,,90739.0,2.0, ,False
2022-12-28,,6213,聯茂,3345,3365,773,770,71.0,49.0,2.0,90739.0,30.0,27.0,,90739.0,1.0, ,False
2022-12-29,,6213,聯茂,3365,3380,770,731,32.0,17.0,,90739.0,70.0,31.0,,90739.0,, ,False
2022-12-30,,6213,聯茂,3380,3357,731,695,36.0,59.0,,90739.0,49.0,13.0,,90739.0,, ,False
2023-01-03,,6213,聯茂,3357,3398,695,670,122.0,80.0,1.0,90739.0,28.0,3.0,,90739.0,1.0, ,
2023-01-04,,6213,聯茂,3398,3351,670,627,106.0,153.0,,90739.0,61.0,18.0,,90739.0,, ,
2023-01-05,,6213,聯茂,3351,3350,627,606,103.0,101.0,3.0,90739.0,40.0,19.0,,90739.0,1.0, ,
2023-01-06,,6213,聯茂,3350,3382,606,578,88.0,56.0,,90739.0,35.0,7.0,,90739.0,3.0, ,
2023-01-10,,6213,聯茂,3433,3397,467,460,147.0,182.0,1.0,90739.0,9.0,2.0,,90739.0,2.0, ,
2023-01-11,,6213,聯茂,3397,3313,460,472,30.0,114.0,,90739.0,5.0,17.0,,90739.0,, ,
2023-01-12,,6213,聯茂,3313,3253,472,482,37.0,84.0,13.0,90739.0,6.0,16.0,,90739.0,, ,
2023-01-14,,6213,聯茂,3253,3184,482,483,68.0,137.0,,90739.0,12.0,13.0,,90739.0,, ,
2023-01-16,,6213,聯茂,3184,3411,483,459,294.0,61.0,6.0,90739.0,30.0,6.0,,90739.0,6.0, ,
2023-01-18,,6213,聯茂,3411,3292,459,460,12.0,126.0,5.0,90739.0,8.0,9.0,,90739.0,1.0, ,
2023-02-01,,6213,聯茂,3246,3367,540,562,450.0,328.0,1.0,90739.0,22.0,44.0,,90739.0,5.0, ,
2023-02-02,,6213,聯茂,3246,3367,540,562,450.0,328.0,1.0,90739.0,22.0,44.0,,90739.0,5.0, ,
2023-02-03,,6213,聯茂,3211,3243,559,558,207.0,161.0,14.0,90739.0,8.0,7.0,,90739.0,1.0, ,
2023-02-04,,6213,聯茂,3211,3243,559,558,207.0,161.0,14.0,90739.0,8.0,7.0,,90739.0,1.0, ,
2023-02-06,,6213,聯茂,3243,3216,558,528,245.0,271.0,1.0,90739.0,36.0,6.0,,90739.0,1.0, ,
2023-02-07,,6213,聯茂,3216,3334,528,547,142.0,24.0,,90739.0,7.0,26.0,,90739.0,, ,
2023-02-08,,6213,聯茂,3334,3421,547,544,161.0,52.0,22.0,90739.0,5.0,3.0,1.0,90739.0,, ,
2023-02-09,,6213,聯茂,3421,3531,544,504,259.0,147.0,2.0,90739.0,50.0,10.0,,90739.0,, ,
2023-02-10,,6213,聯茂,3531,3611,504,485,237.0,147.0,10.0,90739.0,21.0,2.0,,90739.0,, ,
2023-02-11,,6213,聯茂,3531,3611,504,485,237.0,147.0,10.0,90739.0,21.0,2.0,,90739.0,, ,
2023-02-13,,6213,聯茂,3611,3740,485,489,154.0,24.0,1.0,90739.0,7.0,11.0,,90739.0,1.0, ,
2023-02-14,,6213,聯茂,3740,3769,489,491,84.0,55.0,,90739.0,10.0,12.0,,90739.0,, ,
2023-02-15,,6213,聯茂,3769,3724,491,489,67.0,110.0,2.0,90739.0,19.0,17.0,,90739.0,, ,
2023-02-16,,6213,聯茂,3723,3764,489,493,127.0,86.0,,90739.0,14.0,18.0,,90739.0,, ,
2023-02-17,,6213,聯茂,3765,3738,493,492,61.0,88.0,,90739.0,2.0,1.0,,90739.0,, ,
2023-02-18,,6213,聯茂,3765,3738,493,492,61.0,88.0,,90739.0,2.0,1.0,,90739.0,, ,
2023-02-20,,6213,聯茂,3738,3729,492,483,56.0,64.0,1.0,90739.0,12.0,3.0,,90739.0,1.0, ,
2023-02-21,,6213,聯茂,3729,3862,483,485,207.0,44.0,30.0,90739.0,18.0,20.0,,90739.0,1.0, ,
2023-02-22,,6213,聯茂,3862,3958,485,460,177.0,81.0,,90739.0,34.0,9.0,,90739.0,2.0, ,
2023-02-23,,6213,聯茂,3958,3926,460,456,46.0,77.0,1.0,90739.0,8.0,4.0,,90739.0,, ,
2023-02-24,,6213,聯茂,3926,3897,456,457,67.0,86.0,10.0,90739.0,10.0,11.0,,90739.0,, ,
2023-02-25,,6213,聯茂,3926,3897,456,457,67.0,86.0,10.0,90739.0,10.0,11.0,,90739.0,, ,
2023-02-27,,6213,聯茂,3926,3897,456,457,67.0,86.0,10.0,90739.0,10.0,11.0,,90739.0,, ,
