,index,股票代號,股票名稱,融資前日餘額,融資今日餘額,融券前日餘額,融券今日餘額,融資買進,融資賣出,融資現金償還,融資限額,融券買進,融券賣出,融券現券償還,融券限額,資券互抵,註記,filter
2022-12-08,883.0,5871,中租-KY,2166,2022,231,226,,,,,,,,,,,False
2022-12-12,,5871,中租-KY,2006,2009,221,235,114.0,111.0,,395728.0,,14.0,,395728.0,, ,False
2022-12-13,,5871,中租-KY,2013,1962,240,238,59.0,110.0,,395728.0,6.0,4.0,,395728.0,, ,False
2022-12-14,,5871,中租-KY,1962,1924,238,245,59.0,97.0,,395728.0,3.0,10.0,,395728.0,, ,False
2022-12-15,,5871,中租-KY,1924,1877,245,256,137.0,184.0,,395728.0,6.0,17.0,,395728.0,, ,False
2022-12-18,,5871,中租-KY,1877,1916,256,242,112.0,73.0,,395728.0,16.0,2.0,,395728.0,15.0, ,False
2022-12-19,,5871,中租-KY,1916,1802,242,250,22.0,126.0,10.0,395728.0,1.0,9.0,,395728.0,, ,False
2022-12-20,,5871,中租-KY,1802,1719,250,259,69.0,152.0,,395728.0,11.0,20.0,,395728.0,, ,False
2022-12-21,,5871,中租-KY,1719,1606,259,269,56.0,169.0,,395728.0,3.0,18.0,5.0,395728.0,, ,False
2022-12-23,,5871,中租-KY,1701,1663,272,280,23.0,59.0,2.0,395728.0,2.0,10.0,,395728.0,1.0, ,False
2022-12-26,,5871,中租-KY,1663,1635,280,273,20.0,48.0,,395728.0,9.0,5.0,3.0,395728.0,, ,False
2022-12-27,,5871,中租-KY,1635,1590,273,286,23.0,68.0,,395728.0,4.0,17.0,,395728.0,, ,False
2022-12-28,,5871,中租-KY,1590,1620,286,265,75.0,36.0,9.0,395728.0,26.0,5.0,,395728.0,, ,False
2022-12-29,,5871,中租-KY,1620,1594,265,308,62.0,88.0,,395728.0,20.0,63.0,,395728.0,, ,False
2022-12-30,,5871,中租-KY,1594,1559,308,310,19.0,54.0,,395728.0,7.0,9.0,,395728.0,, ,False
2023-01-03,,5871,中租-KY,1559,1536,310,316,9.0,32.0,,395728.0,6.0,12.0,,395728.0,1.0, ,
2023-01-04,,5871,中租-KY,1536,1499,316,310,64.0,101.0,,395728.0,25.0,19.0,,395728.0,, ,
2023-01-05,,5871,中租-KY,1499,1673,310,309,215.0,41.0,,395728.0,7.0,6.0,,395728.0,, ,
2023-01-06,,5871,中租-KY,1673,1611,309,310,16.0,76.0,2.0,395728.0,2.0,4.0,1.0,395728.0,, ,
2023-01-10,,5871,中租-KY,1578,1555,315,313,84.0,106.0,1.0,395728.0,5.0,3.0,,395728.0,, ,
2023-01-11,,5871,中租-KY,1555,1595,313,310,84.0,44.0,,395728.0,4.0,1.0,,395728.0,, ,
2023-01-12,,5871,中租-KY,1595,1635,310,292,82.0,42.0,,395728.0,19.0,1.0,,395728.0,, ,
2023-01-14,,5871,中租-KY,1635,1685,292,284,100.0,50.0,,395728.0,13.0,5.0,,395728.0,3.0, ,
2023-01-16,,5871,中租-KY,1685,1521,284,311,30.0,194.0,,395728.0,7.0,34.0,,395728.0,, ,
2023-01-18,,5871,中租-KY,1521,1569,311,310,83.0,34.0,1.0,395728.0,1.0,,,395728.0,, ,
2023-02-01,,5871,中租-KY,1848,1696,276,300,47.0,199.0,,395728.0,,24.0,,395728.0,, ,
2023-02-02,,5871,中租-KY,1848,1696,276,300,47.0,199.0,,395728.0,,24.0,,395728.0,, ,
2023-02-03,,5871,中租-KY,1825,1894,295,294,117.0,47.0,1.0,395728.0,4.0,3.0,,395728.0,, ,
2023-02-04,,5871,中租-KY,1825,1894,295,294,117.0,47.0,1.0,395728.0,4.0,3.0,,395728.0,, ,
2023-02-06,,5871,中租-KY,1894,1867,294,299,79.0,106.0,,395728.0,5.0,11.0,1.0,395728.0,1.0, ,
2023-02-07,,5871,中租-KY,1867,1892,299,300,42.0,17.0,,395728.0,1.0,2.0,,395728.0,1.0, ,
2023-02-08,,5871,中租-KY,1892,1906,300,298,27.0,12.0,1.0,395728.0,2.0,,,395728.0,, ,
2023-02-09,,5871,中租-KY,1906,1900,298,302,28.0,34.0,,395728.0,2.0,6.0,,395728.0,, ,
2023-02-10,,5871,中租-KY,1900,1839,302,313,31.0,85.0,7.0,395728.0,1.0,12.0,,395728.0,, ,
2023-02-11,,5871,中租-KY,1900,1839,302,313,31.0,85.0,7.0,395728.0,1.0,12.0,,395728.0,, ,
2023-02-13,,5871,中租-KY,1839,1890,313,311,79.0,28.0,,395728.0,4.0,2.0,,395728.0,2.0, ,
2023-02-14,,5871,中租-KY,1890,1826,311,309,12.0,76.0,,395728.0,6.0,4.0,,395728.0,, ,
2023-02-15,,5871,中租-KY,1826,1796,309,310,37.0,67.0,,395728.0,1.0,2.0,,395728.0,, ,
2023-02-16,,5871,中租-KY,1794,1939,310,301,166.0,21.0,,395728.0,11.0,2.0,,395728.0,, ,
