,index,股票代號,股票名稱,融資前日餘額,融資今日餘額,融券前日餘額,融券今日餘額,融資買進,融資賣出,融資現金償還,融資限額,融券買進,融券賣出,融券現券償還,融券限額,資券互抵,註記,filter
2022-12-08,412.0,2327,國巨,5245,5284,961,923,,,,,,,,,,,False
2022-12-12,,2327,國巨,4997,5062,899,889,227.0,162.0,,105315.0,21.0,13.0,2.0,105315.0,5.0, ,False
2022-12-13,,2327,國巨,5111,5155,918,909,235.0,191.0,,105315.0,52.0,44.0,1.0,105315.0,3.0, ,False
2022-12-14,,2327,國巨,5154,5024,909,943,92.0,217.0,5.0,105315.0,6.0,40.0,,105315.0,2.0, ,False
2022-12-15,,2327,國巨,5023,4999,943,997,240.0,264.0,,105315.0,6.0,61.0,1.0,105315.0,6.0, ,False
2022-12-18,,2327,國巨,4999,5091,997,950,243.0,150.0,1.0,105315.0,62.0,15.0,,105315.0,2.0, ,False
2022-12-19,,2327,國巨,5089,5143,950,956,139.0,84.0,1.0,105315.0,32.0,38.0,,105315.0,, ,False
2022-12-20,,2327,國巨,5141,4906,956,972,213.0,448.0,,105315.0,78.0,94.0,,105315.0,, ,False
2022-12-21,,2327,國巨,4904,4996,972,980,161.0,64.0,5.0,105315.0,20.0,28.0,,105315.0,, ,False
2022-12-23,,2327,國巨,4977,5054,1024,1018,96.0,17.0,2.0,105315.0,31.0,26.0,1.0,105315.0,, ,False
2022-12-26,,2327,國巨,5053,4969,1018,1038,27.0,111.0,,105315.0,2.0,22.0,,105315.0,1.0, ,False
2022-12-27,,2327,國巨,4968,4988,1038,1044,107.0,87.0,,105315.0,18.0,26.0,2.0,105315.0,, ,False
2022-12-28,,2327,國巨,4988,4923,1044,1064,35.0,89.0,11.0,105315.0,12.0,32.0,,105315.0,1.0, ,False
2022-12-29,,2327,國巨,4922,4946,1064,1020,41.0,17.0,,105315.0,62.0,18.0,,105315.0,, ,False
2022-12-30,,2327,國巨,4945,5005,1020,1014,107.0,41.0,6.0,105315.0,30.0,29.0,5.0,105315.0,1.0, ,False
2023-01-03,,2327,國巨,5005,4987,1014,1036,86.0,104.0,,105315.0,31.0,53.0,,105315.0,2.0, ,
2023-01-04,,2327,國巨,4987,4961,1036,1031,37.0,56.0,7.0,105315.0,24.0,19.0,,105315.0,2.0, ,
2023-01-05,,2327,國巨,4960,4811,1031,1089,202.0,348.0,3.0,105315.0,46.0,104.0,,105315.0,3.0, ,
2023-01-06,,2327,國巨,4808,4593,1089,1153,267.0,480.0,2.0,105315.0,25.0,90.0,1.0,105315.0,1.0, ,
2023-01-10,,2327,國巨,4294,4100,1123,1222,144.0,330.0,8.0,105315.0,21.0,120.0,,105315.0,2.0, ,
