,index,股票代號,股票名稱,融資前日餘額,融資今日餘額,融券前日餘額,融券今日餘額,融資買進,融資賣出,融資現金償還,融資限額,融券買進,融券賣出,融券現券償還,融券限額,資券互抵,註記,filter
2022-12-08,704.0,3189,景碩,15072,16018,2583,3380,,,,,,,,,,,False
2022-12-12,,3189,景碩,15910,16455,2409,2787,1307.0,753.0,9.0,113194.0,60.0,439.0,1.0,113194.0,35.0, ,False
2022-12-13,,3189,景碩,16429,16907,2542,2646,1002.0,517.0,7.0,113194.0,136.0,240.0,,113194.0,, ,False
2022-12-14,,3189,景碩,16907,16635,2646,2537,276.0,540.0,8.0,113194.0,242.0,135.0,2.0,113194.0,4.0, ,False
2022-12-15,,3189,景碩,16635,16887,2537,2679,564.0,310.0,2.0,113194.0,17.0,159.0,,113194.0,2.0, ,False
2022-12-18,,3189,景碩,16887,17687,2679,2574,1619.0,807.0,12.0,113194.0,273.0,168.0,,113194.0,13.0, ,False
2022-12-19,,3189,景碩,17687,17868,2574,2610,622.0,440.0,1.0,113194.0,67.0,103.0,,113194.0,2.0, ,False
2022-12-20,,3189,景碩,17868,16673,2610,3233,675.0,1854.0,16.0,113194.0,175.0,800.0,2.0,113194.0,22.0, ,False
2022-12-21,,3189,景碩,16673,17510,3233,2873,1184.0,330.0,17.0,113194.0,676.0,316.0,,113194.0,11.0, ,False
2022-12-23,,3189,景碩,18003,17604,3013,2836,456.0,853.0,2.0,113194.0,282.0,109.0,4.0,113194.0,3.0, ,False
2022-12-26,,3189,景碩,17604,17607,2836,2829,226.0,223.0,,113194.0,51.0,44.0,,113194.0,, ,False
2022-12-27,,3189,景碩,17607,17513,2829,2831,252.0,339.0,7.0,113194.0,98.0,100.0,,113194.0,, ,False
2022-12-28,,3189,景碩,17513,17553,2831,2799,275.0,224.0,11.0,113194.0,121.0,89.0,,113194.0,2.0, ,False
2022-12-29,,3189,景碩,17553,17441,2799,2733,209.0,321.0,,113194.0,140.0,74.0,,113194.0,5.0, ,False
2022-12-30,,3189,景碩,17441,17612,2733,2821,319.0,131.0,17.0,113194.0,89.0,177.0,,113194.0,3.0, ,False
2023-01-03,,3189,景碩,17612,17697,2821,2829,240.0,151.0,4.0,113194.0,223.0,231.0,,113194.0,2.0, ,
2023-01-04,,3189,景碩,17697,18026,2829,3098,664.0,325.0,10.0,113194.0,60.0,329.0,,113194.0,4.0, ,
2023-01-05,,3189,景碩,18026,18133,3098,3716,433.0,325.0,1.0,113194.0,87.0,705.0,,113194.0,, ,
2023-01-06,,3189,景碩,18133,17780,3716,3296,376.0,727.0,2.0,113194.0,523.0,103.0,,113194.0,2.0, ,
2023-01-10,,3189,景碩,17972,17968,2827,2628,312.0,310.0,6.0,113194.0,249.0,50.0,,113194.0,2.0, ,
2023-01-11,,3189,景碩,17968,17793,2628,2515,194.0,360.0,9.0,113194.0,125.0,14.0,2.0,113194.0,, ,
2023-01-12,,3189,景碩,17793,17728,2515,2487,120.0,182.0,3.0,113194.0,62.0,34.0,,113194.0,, ,
2023-01-14,,3189,景碩,17728,17620,2487,2383,383.0,480.0,11.0,113194.0,126.0,32.0,10.0,113194.0,1.0, ,
2023-01-16,,3189,景碩,17620,17073,2383,2305,198.0,731.0,14.0,113194.0,101.0,53.0,30.0,113194.0,1.0, ,
2023-01-18,,3189,景碩,17073,16798,2305,2244,191.0,432.0,34.0,113194.0,74.0,14.0,1.0,113194.0,6.0, ,
2023-02-01,,3189,景碩,17004,16877,2133,2147,1239.0,1363.0,3.0,113194.0,60.0,74.0,,113194.0,4.0, ,
2023-02-02,,3189,景碩,17004,16877,2133,2147,1239.0,1363.0,3.0,113194.0,60.0,74.0,,113194.0,4.0, ,
2023-02-03,,3189,景碩,16705,16751,2110,2209,713.0,663.0,4.0,113194.0,68.0,207.0,40.0,113194.0,3.0, ,
2023-02-04,,3189,景碩,16705,16751,2110,2209,713.0,663.0,4.0,113194.0,68.0,207.0,40.0,113194.0,3.0, ,
2023-02-06,,3189,景碩,16751,16545,2209,2877,877.0,1048.0,35.0,113194.0,164.0,832.0,,113194.0,4.0, ,
2023-02-07,,3189,景碩,16545,16486,2877,2889,212.0,264.0,7.0,113194.0,119.0,131.0,,113194.0,1.0, ,
2023-02-08,,3189,景碩,16486,16989,2889,3066,823.0,289.0,31.0,113194.0,14.0,261.0,70.0,113194.0,, ,
2023-02-09,,3189,景碩,16989,17079,3066,3095,276.0,169.0,17.0,113194.0,90.0,119.0,,113194.0,, ,
2023-02-10,,3189,景碩,17079,17336,3095,3148,547.0,281.0,9.0,113194.0,134.0,187.0,,113194.0,, ,
2023-02-11,,3189,景碩,17079,17336,3095,3148,547.0,281.0,9.0,113194.0,134.0,187.0,,113194.0,, ,
2023-02-13,,3189,景碩,17336,17074,3148,3302,375.0,628.0,9.0,113194.0,265.0,419.0,,113194.0,, ,
