,index,股票代號,股票名稱,融資前日餘額,融資今日餘額,融券前日餘額,融券今日餘額,融資買進,融資賣出,融資現金償還,融資限額,融券買進,融券賣出,融券現券償還,融券限額,資券互抵,註記,filter
2022-12-08,881.0,5608,四維航,20399,20416,3350,3824,,,,,,,,,,,False
2022-12-12,,5608,四維航,20558,20696,3617,3242,1324.0,1173.0,13.0,92316.0,10.0,103.0,468.0,92316.0,6.0, ,False
2022-12-13,,5608,四維航,20559,21139,2743,2987,1340.0,758.0,2.0,92316.0,5.0,249.0,,92316.0,4.0, ,False
2022-12-14,,5608,四維航,21139,21208,2987,2732,1384.0,1304.0,11.0,92316.0,302.0,47.0,,92316.0,18.0, ,False
2022-12-15,,5608,四維航,21208,21036,2732,2658,1021.0,1130.0,63.0,92316.0,39.0,28.0,63.0,92316.0,10.0, ,False
2022-12-18,,5608,四維航,21036,20897,2658,3343,2688.0,2825.0,2.0,92316.0,401.0,1086.0,,92316.0,78.0, ,False
2022-12-19,,5608,四維航,20897,21066,3343,3322,1383.0,1133.0,81.0,92316.0,66.0,45.0,,92316.0,19.0, ,False
2022-12-20,,5608,四維航,21066,20222,3322,3379,658.0,1501.0,1.0,92316.0,28.0,86.0,1.0,92316.0,19.0, ,False
2022-12-21,,5608,四維航,20222,20539,3379,3455,1122.0,797.0,8.0,92316.0,4.0,81.0,1.0,92316.0,21.0, ,False
2022-12-23,,5608,四維航,21919,22385,3530,3721,1335.0,846.0,23.0,92316.0,105.0,299.0,3.0,92316.0,11.0, ,False
2022-12-26,,5608,四維航,22385,22414,3721,3869,1053.0,1024.0,,92316.0,195.0,343.0,,92316.0,1.0, ,False
2022-12-27,,5608,四維航,22414,22392,3869,3885,514.0,526.0,10.0,92316.0,226.0,242.0,,92316.0,, ,False
2022-12-28,,5608,四維航,22392,22285,3885,3753,388.0,490.0,5.0,92316.0,178.0,46.0,,92316.0,6.0, ,False
2022-12-29,,5608,四維航,22285,22163,3753,3741,237.0,359.0,,92316.0,27.0,15.0,,92316.0,5.0, ,False
2022-12-30,,5608,四維航,22163,21410,3741,2731,227.0,898.0,82.0,92316.0,28.0,18.0,1000.0,92316.0,, ,False
2023-01-03,,5608,四維航,21410,21461,2731,2756,244.0,160.0,33.0,92316.0,62.0,87.0,,92316.0,, ,
