,index,股票代號,股票名稱,融資前日餘額,融資今日餘額,融券前日餘額,融券今日餘額,融資買進,融資賣出,融資現金償還,融資限額,融券買進,融券賣出,融券現券償還,融券限額,資券互抵,註記,filter
2022-12-08,565.0,2603,長榮,47621,47641,13290,12983,,,,,,,,,,,False
2022-12-12,,2603,長榮,47970,46693,13302,13551,535.0,1794.0,18.0,529105.0,244.0,493.0,,529105.0,17.0, ,False
2022-12-13,,2603,長榮,46761,46582,13459,13495,660.0,831.0,8.0,529105.0,312.0,348.0,,529105.0,11.0, ,False
2022-12-14,,2603,長榮,46581,47908,13495,13166,2154.0,825.0,2.0,529105.0,565.0,240.0,4.0,529105.0,7.0, ,False
2022-12-15,,2603,長榮,47905,47071,13166,13293,1189.0,2010.0,13.0,529105.0,285.0,413.0,1.0,529105.0,7.0, ,False
2022-12-18,,2603,長榮,47070,47293,13293,13312,3610.0,3362.0,25.0,529105.0,1361.0,1381.0,1.0,529105.0,96.0, ,False
2022-12-19,,2603,長榮,47291,48427,13312,13100,2888.0,1737.0,15.0,529105.0,435.0,224.0,1.0,529105.0,32.0, ,False
2022-12-20,,2603,長榮,48427,48308,13100,12798,1899.0,1983.0,35.0,529105.0,576.0,294.0,20.0,529105.0,30.0, ,False
2022-12-21,,2603,長榮,48306,48659,12798,13470,2538.0,2179.0,6.0,529105.0,44.0,720.0,4.0,529105.0,37.0, ,False
2022-12-23,,2603,長榮,47098,47909,13608,12769,3323.0,2505.0,7.0,529105.0,743.0,109.0,205.0,529105.0,20.0, ,False
2022-12-26,,2603,長榮,47907,47837,12769,12301,2161.0,2226.0,5.0,529105.0,577.0,124.0,15.0,529105.0,21.0, ,False
2022-12-27,,2603,長榮,47837,47631,12301,12007,1169.0,1365.0,10.0,529105.0,389.0,108.0,13.0,529105.0,13.0, ,False
2022-12-28,,2603,長榮,47629,47228,12007,11704,1504.0,1779.0,126.0,529105.0,528.0,225.0,,529105.0,26.0, ,False
2022-12-29,,2603,長榮,47227,47672,11704,11704,1092.0,619.0,28.0,529105.0,195.0,195.0,,529105.0,21.0, ,False
2022-12-30,,2603,長榮,47670,47257,11704,11918,955.0,1269.0,99.0,529105.0,80.0,294.0,,529105.0,7.0, ,False
2023-01-03,,2603,長榮,47255,49028,11918,11661,2578.0,788.0,17.0,529105.0,327.0,71.0,1.0,529105.0,12.0, ,
2023-01-04,,2603,長榮,49026,50181,11661,11712,2172.0,995.0,22.0,529105.0,407.0,459.0,1.0,529105.0,12.0, ,
2023-01-05,,2603,長榮,50180,50152,11712,11482,899.0,877.0,50.0,529105.0,384.0,155.0,1.0,529105.0,14.0, ,
2023-01-06,,2603,長榮,50151,49737,11482,11491,469.0,857.0,26.0,529105.0,228.0,239.0,2.0,529105.0,8.0, ,
2023-01-10,,2603,長榮,50123,49387,10826,10910,450.0,1156.0,30.0,529105.0,111.0,196.0,1.0,529105.0,3.0, ,
2023-01-11,,2603,長榮,49386,49376,10910,10966,1413.0,1364.0,59.0,529105.0,67.0,123.0,,529105.0,25.0, ,
2023-01-12,,2603,長榮,49375,49812,10966,10571,1947.0,1436.0,74.0,529105.0,463.0,68.0,,529105.0,5.0, ,
2023-01-14,,2603,長榮,49809,50876,10571,10719,1690.0,582.0,41.0,529105.0,204.0,353.0,1.0,529105.0,1.0, ,
2023-01-16,,2603,長榮,50875,50506,10719,10253,1054.0,1199.0,224.0,529105.0,581.0,122.0,7.0,529105.0,9.0, ,
2023-01-18,,2603,長榮,50502,50554,10253,10105,1241.0,1086.0,103.0,529105.0,222.0,74.0,,529105.0,9.0, ,
2023-02-01,,2603,長榮,51134,51671,9963,9871,1059.0,472.0,50.0,529105.0,156.0,64.0,,529105.0,1.0, ,
2023-02-02,,2603,長榮,51134,51671,9963,9871,1059.0,472.0,50.0,529105.0,156.0,64.0,,529105.0,1.0, ,
2023-02-03,,2603,長榮,50850,52884,9718,9720,3096.0,1029.0,33.0,529105.0,195.0,197.0,,529105.0,3.0, ,
2023-02-04,,2603,長榮,50850,52884,9718,9720,3096.0,1029.0,33.0,529105.0,195.0,197.0,,529105.0,3.0, ,
2023-02-06,,2603,長榮,52877,54856,9720,9420,3136.0,1085.0,72.0,529105.0,541.0,242.0,1.0,529105.0,15.0, ,
2023-02-07,,2603,長榮,54854,54957,9420,9284,726.0,608.0,15.0,529105.0,208.0,72.0,,529105.0,1.0, ,
2023-02-08,,2603,長榮,54956,55399,9284,9165,845.0,389.0,13.0,529105.0,94.0,20.0,45.0,529105.0,1.0, ,
2023-02-09,,2603,長榮,55398,55486,9165,9148,826.0,633.0,105.0,529105.0,115.0,99.0,1.0,529105.0,3.0, ,
2023-02-10,,2603,長榮,55484,56370,9148,8813,2236.0,1320.0,30.0,529105.0,586.0,252.0,1.0,529105.0,6.0, ,
2023-02-11,,2603,長榮,55484,56370,9148,8813,2236.0,1320.0,30.0,529105.0,586.0,252.0,1.0,529105.0,6.0, ,
2023-02-13,,2603,長榮,56368,56334,8813,8185,1356.0,1320.0,70.0,529105.0,941.0,315.0,2.0,529105.0,16.0, ,
2023-02-14,,2603,長榮,56334,55604,8185,8747,1002.0,1580.0,152.0,529105.0,281.0,843.0,,529105.0,29.0, ,
2023-02-15,,2603,長榮,55603,56000,8747,8381,864.0,383.0,84.0,529105.0,421.0,55.0,,529105.0,7.0, ,
2023-02-16,,2603,長榮,55953,55909,8379,8345,495.0,518.0,21.0,529105.0,138.0,105.0,1.0,529105.0,9.0, ,
2023-02-17,,2603,長榮,55951,55716,8347,7959,542.0,650.0,127.0,529105.0,469.0,83.0,2.0,529105.0,3.0, ,
2023-02-18,,2603,長榮,55951,55716,8347,7959,542.0,650.0,127.0,529105.0,469.0,83.0,2.0,529105.0,3.0, ,
