,index,股票代號,股票名稱,融資前日餘額,融資今日餘額,融券前日餘額,融券今日餘額,融資買進,融資賣出,融資現金償還,融資限額,融券買進,融券賣出,融券現券償還,融券限額,資券互抵,註記,filter
2022-12-08,618.0,2883,開發金,37299,37103,8037,7928,,,,,,,,,,,False
2022-12-12,,2883,開發金,36901,36637,7706,7646,,233.0,31.0,,59.0,,1.0,,,OX ,False
2022-12-13,,2883,開發金,36421,35928,7631,7610,,469.0,24.0,,21.0,,,,,OX ,False
2022-12-14,,2883,開發金,35928,35786,7610,7610,,110.0,32.0,,,,,,,OX ,False
2022-12-15,,2883,開發金,35786,35063,7610,7599,,723.0,,,11.0,,,,,OX ,False
2022-12-18,,2883,開發金,35063,34981,7599,7593,,82.0,,,6.0,,,,,OX ,False
2022-12-19,,2883,開發金,34981,34920,7593,7578,,61.0,,,15.0,,,,,OX ,False
2022-12-20,,2883,開發金,34920,34303,7578,7577,,591.0,26.0,,1.0,,,,,OX ,False
2022-12-21,,2883,開發金,34303,34232,7577,7577,,69.0,2.0,,,,,,,OX ,False
2022-12-23,,2883,開發金,34198,34166,7571,7570,,28.0,4.0,,1.0,,,,,OX ,False
2022-12-26,,2883,開發金,34166,33353,7570,7565,,813.0,,,5.0,,,,,OX ,False
2022-12-27,,2883,開發金,33353,33129,7565,7491,,216.0,8.0,,74.0,,,,,OX ,False
2022-12-28,,2883,開發金,33129,32621,7491,7479,,498.0,10.0,,12.0,,,,,OX ,False
2022-12-29,,2883,開發金,32621,32536,7479,7437,,84.0,1.0,,42.0,,,,,OX ,False
2022-12-30,,2883,開發金,32536,32297,7437,7436,,239.0,,,1.0,,,,,OX ,False
2023-01-03,,2883,開發金,32297,32227,7436,7396,,55.0,15.0,,40.0,,,,,OX ,
2023-01-04,,2883,開發金,32227,32110,7396,7394,,64.0,53.0,,2.0,,,,,OX ,
2023-01-05,,2883,開發金,32110,32002,7394,7394,,105.0,3.0,,,,,,,OX ,
2023-01-06,,2883,開發金,32002,31958,7394,7381,,39.0,5.0,,13.0,,,,,OX ,
2023-01-10,,2883,開發金,31660,31375,7347,7342,,260.0,25.0,,5.0,,,,,OX ,
2023-01-11,,2883,開發金,31375,30966,7342,7330,,384.0,25.0,,12.0,,,,,OX ,
2023-01-12,,2883,開發金,30966,30938,7330,7327,,26.0,2.0,,3.0,,,,,OX ,
2023-01-14,,2883,開發金,30938,30795,7327,7313,,69.0,74.0,,14.0,,,,,OX ,
2023-01-16,,2883,開發金,30795,30706,7313,7009,,80.0,9.0,,304.0,,,,,OX ,
2023-01-18,,2883,開發金,30706,30353,7009,6958,,348.0,5.0,,51.0,,,,,OX ,
2023-02-01,,2883,開發金,30024,29869,6510,6506,,100.0,55.0,,4.0,,,,,OX ,
2023-02-02,,2883,開發金,30024,29869,6510,6506,,100.0,55.0,,4.0,,,,,OX ,
2023-02-03,,2883,開發金,29612,29559,6467,6466,,28.0,25.0,,1.0,,,,,OX ,
2023-02-04,,2883,開發金,29612,29559,6467,6466,,28.0,25.0,,1.0,,,,,OX ,
2023-02-06,,2883,開發金,29559,29462,6466,6310,,51.0,46.0,,11.0,,145.0,,,OX ,
2023-02-07,,2883,開發金,29462,29379,6310,6305,,83.0,,,5.0,,,,,OX ,
2023-02-08,,2883,開發金,29379,28342,6305,5481,,1037.0,,,177.0,,647.0,,,OX ,
2023-02-09,,2883,開發金,28342,28243,5481,5481,,94.0,5.0,,,,,,,OX ,
2023-02-10,,2883,開發金,28243,28172,5481,5472,,18.0,53.0,,9.0,,,,,OX ,
2023-02-11,,2883,開發金,28243,28172,5481,5472,,18.0,53.0,,9.0,,,,,OX ,
2023-02-13,,2883,開發金,28172,28116,5472,5471,,53.0,3.0,,1.0,,,,,OX ,
2023-02-14,,2883,開發金,28116,27997,5471,4467,,110.0,9.0,,4.0,,1000.0,,,OX ,
2023-02-15,,2883,開發金,27997,27868,4467,4467,,118.0,11.0,,,,,,,OX ,
2023-02-16,,2883,開發金,27856,27498,4467,4194,,345.0,13.0,,273.0,,,,,OX ,
2023-02-17,,2883,開發金,27510,27354,4194,4188,,154.0,2.0,,6.0,,,,,OX ,
2023-02-18,,2883,開發金,27510,27354,4194,4188,,154.0,2.0,,6.0,,,,,OX ,
2023-02-20,,2883,開發金,27354,27215,4188,4005,,127.0,12.0,,183.0,,,,,OX ,
2023-02-21,,2883,開發金,27215,27181,4005,3985,,34.0,,,20.0,,,,,OX ,
2023-02-22,,2883,開發金,27181,27162,3985,3965,,16.0,3.0,,20.0,,,,,OX ,
2023-02-23,,2883,開發金,27162,26919,3965,3958,,239.0,4.0,,4.0,,3.0,,,OX ,
2023-02-24,,2883,開發金,26919,26673,3958,3958,,42.0,204.0,,,,,,,OX ,
2023-02-25,,2883,開發金,26919,26673,3958,3958,,42.0,204.0,,,,,,,OX ,
2023-02-27,,2883,開發金,26919,26673,3958,3958,,42.0,204.0,,,,,,,OX ,
2023-02-28,,2883,開發金,26919,26673,3958,3958,,42.0,204.0,,,,,,,OX ,
2023-03-01,,2883,開發金,26673,26613,3958,3957,,60.0,,,1.0,,,,,OX ,
2023-03-02,,2883,開發金,26613,26407,3957,3957,,205,1,4211347,,,,4211347,, ,
