,index,股票代號,股票名稱,融資前日餘額,融資今日餘額,融券前日餘額,融券今日餘額,融資買進,融資賣出,融資現金償還,融資限額,融券買進,融券賣出,融券現券償還,融券限額,資券互抵,註記,filter
2022-12-08,739.0,3533,嘉澤,232,239,147,142,,,,,,,,,,,False
2022-12-12,,3533,嘉澤,255,224,142,136,9.0,40.0,,26757.0,,,6.0,26757.0,, ,False
2022-12-13,,3533,嘉澤,216,218,136,125,9.0,7.0,,26757.0,,,11.0,26757.0,, ,False
2022-12-14,,3533,嘉澤,218,219,125,124,19.0,18.0,,26939.0,1.0,,,26939.0,, ,False
2022-12-15,,3533,嘉澤,219,217,124,124,10.0,12.0,,26939.0,,,,26939.0,, ,False
2022-12-18,,3533,嘉澤,217,216,124,124,16.0,17.0,,26939.0,,,,26939.0,, ,False
2022-12-19,,3533,嘉澤,216,242,124,124,37.0,11.0,,26939.0,,,,26939.0,, ,False
2022-12-20,,3533,嘉澤,242,270,124,121,37.0,9.0,,26939.0,3.0,,,26939.0,, ,False
2022-12-21,,3533,嘉澤,270,289,121,121,28.0,8.0,1.0,26939.0,,,,26939.0,, ,False
2022-12-23,,3533,嘉澤,286,300,123,123,25.0,11.0,,26939.0,,,,26939.0,, ,False
2022-12-26,,3533,嘉澤,300,290,123,122,2.0,12.0,,26939.0,1.0,,,26939.0,, ,False
2022-12-27,,3533,嘉澤,290,295,122,122,12.0,7.0,,26939.0,,,,26939.0,, ,False
2022-12-28,,3533,嘉澤,295,289,122,119,22.0,28.0,,26939.0,3.0,,,26939.0,, ,False
2022-12-29,,3533,嘉澤,289,279,119,121,9.0,18.0,1.0,26939.0,,2.0,,26939.0,, ,False
2022-12-30,,3533,嘉澤,279,270,121,121,5.0,14.0,,26939.0,,,,26939.0,, ,False
2023-01-04,,3533,嘉澤,300,353,121,121,57.0,4.0,,26939.0,,,,26939.0,, ,
2023-01-05,,3533,嘉澤,353,382,121,119,45.0,16.0,,26939.0,4.0,2.0,,26939.0,, ,
2023-01-06,,3533,嘉澤,382,399,119,117,20.0,2.0,1.0,26939.0,2.0,,,26939.0,, ,
2023-01-10,,3533,嘉澤,353,340,119,119,12.0,25.0,,26939.0,,,,26939.0,, ,
2023-01-11,,3533,嘉澤,340,344,119,118,11.0,7.0,,26939.0,1.0,,,26939.0,, ,
2023-01-12,,3533,嘉澤,344,403,118,115,77.0,18.0,,26939.0,3.0,,,26939.0,7.0, ,
2023-01-14,,3533,嘉澤,403,399,115,115,11.0,15.0,,26957.0,,,,26957.0,, ,
2023-01-16,,3533,嘉澤,399,423,115,116,30.0,5.0,1.0,26957.0,1.0,2.0,,26957.0,, ,
2023-01-18,,3533,嘉澤,423,422,116,114,16.0,16.0,1.0,26957.0,2.0,,,26957.0,, ,
2023-02-01,,3533,嘉澤,578,529,119,121,50.0,99.0,,26957.0,,2.0,,26957.0,, ,
2023-02-02,,3533,嘉澤,578,529,119,121,50.0,99.0,,26957.0,,2.0,,26957.0,, ,
2023-02-03,,3533,嘉澤,476,467,118,117,44.0,51.0,2.0,26957.0,1.0,,,26957.0,1.0, ,
2023-02-04,,3533,嘉澤,476,467,118,117,44.0,51.0,2.0,26957.0,1.0,,,26957.0,1.0, ,
2023-02-06,,3533,嘉澤,467,437,117,118,28.0,58.0,,26957.0,,1.0,,26957.0,, ,
2023-02-07,,3533,嘉澤,437,430,118,117,9.0,16.0,,26957.0,1.0,,,26957.0,, ,
2023-02-08,,3533,嘉澤,430,461,117,94,60.0,29.0,,26957.0,,,23.0,26957.0,, ,
2023-02-09,,3533,嘉澤,461,441,94,94,75.0,95.0,,26957.0,1.0,1.0,,26957.0,1.0, ,
2023-02-10,,3533,嘉澤,441,400,94,94,13.0,54.0,,26957.0,,,,26957.0,, ,
2023-02-11,,3533,嘉澤,441,400,94,94,13.0,54.0,,26957.0,,,,26957.0,, ,
2023-02-13,,3533,嘉澤,400,396,94,92,24.0,28.0,,26957.0,,,2.0,26957.0,, ,
2023-02-14,,3533,嘉澤,396,410,92,76,28.0,14.0,,26957.0,1.0,,15.0,26957.0,, ,
2023-02-15,,3533,嘉澤,410,361,76,76,7.0,56.0,,26957.0,,,,26957.0,, ,
2023-02-16,,3533,嘉澤,361,398,76,76,48.0,11.0,,26957.0,,,,26957.0,, ,
2023-02-17,,3533,嘉澤,398,415,76,76,24.0,7.0,,26957.0,,,,26957.0,, ,
2023-02-18,,3533,嘉澤,398,415,76,76,24.0,7.0,,26957.0,,,,26957.0,, ,
2023-02-20,,3533,嘉澤,415,395,76,75,5.0,25.0,,26957.0,1.0,,,26957.0,, ,
2023-02-21,,3533,嘉澤,395,420,75,74,32.0,7.0,,26957.0,1.0,,,26957.0,, ,
2023-02-22,,3533,嘉澤,420,423,74,51,23,20,,26957,,,23,26957,, ,
