,index,股票代號,股票名稱,融資前日餘額,融資今日餘額,融券前日餘額,融券今日餘額,融資買進,融資賣出,融資現金償還,融資限額,融券買進,融券賣出,融券現券償還,融券限額,資券互抵,註記,filter
2022-12-08,441.0,2367,燿華,34624,34176,1345,1431,,,,,,,,,,,False
2022-12-12,,2367,燿華,33680,33853,1378,1326,690.0,516.0,1.0,167351.0,53.0,1.0,,167351.0,1.0, ,False
2022-12-13,,2367,燿華,33677,33900,1246,1444,590.0,362.0,5.0,167351.0,165.0,363.0,,167351.0,, ,False
2022-12-14,,2367,燿華,33900,33813,1444,1480,573.0,640.0,20.0,167351.0,100.0,136.0,,167351.0,9.0, ,False
2022-12-15,,2367,燿華,33813,33743,1480,1482,318.0,365.0,23.0,167351.0,34.0,36.0,,167351.0,, ,False
2022-12-18,,2367,燿華,33743,33843,1482,1573,560.0,457.0,3.0,167351.0,60.0,152.0,1.0,167351.0,1.0, ,False
2022-12-19,,2367,燿華,33843,33499,1573,1134,206.0,535.0,15.0,167351.0,507.0,68.0,,167351.0,, ,False
2022-12-20,,2367,燿華,33499,33431,1134,829,334.0,401.0,1.0,167351.0,309.0,4.0,,167351.0,2.0, ,False
2022-12-21,,2367,燿華,33431,33407,829,743,191.0,213.0,2.0,167351.0,87.0,2.0,1.0,167351.0,, ,False
2022-12-23,,2367,燿華,33426,33189,741,644,87.0,294.0,30.0,167351.0,98.0,2.0,1.0,167351.0,24.0, ,False
2022-12-26,,2367,燿華,33189,33196,644,641,102.0,94.0,1.0,167351.0,25.0,24.0,2.0,167351.0,, ,False
2022-12-27,,2367,燿華,33196,33070,641,545,93.0,202.0,17.0,167351.0,119.0,23.0,,167351.0,, ,False
2022-12-28,,2367,燿華,33070,33006,545,553,129.0,193.0,,167351.0,1.0,9.0,,167351.0,, ,False
2022-12-29,,2367,燿華,33006,32911,553,543,138.0,179.0,54.0,167351.0,53.0,43.0,,167351.0,, ,False
2022-12-30,,2367,燿華,32911,32970,543,845,199.0,129.0,11.0,167351.0,56.0,358.0,,167351.0,1.0, ,False
2023-01-03,,2367,燿華,32970,32705,845,828,88.0,330.0,23.0,167351.0,55.0,38.0,,167351.0,, ,
2023-01-04,,2367,燿華,32705,32621,828,1105,203.0,283.0,4.0,167351.0,1.0,278.0,,167351.0,, ,
2023-01-05,,2367,燿華,32621,32700,1105,1118,284.0,165.0,40.0,167351.0,1.0,14.0,,167351.0,, ,
2023-01-06,,2367,燿華,32700,32397,1118,1127,210.0,512.0,1.0,167351.0,6.0,16.0,1.0,167351.0,2.0, ,
2023-01-10,,2367,燿華,32178,31991,805,579,355.0,531.0,11.0,167351.0,227.0,1.0,,167351.0,, ,
2023-01-11,,2367,燿華,31991,31952,579,584,144.0,183.0,,167351.0,1.0,6.0,,167351.0,2.0, ,
2023-01-12,,2367,燿華,31952,31922,584,551,173.0,196.0,7.0,167351.0,39.0,6.0,,167351.0,2.0, ,
2023-01-14,,2367,燿華,31922,31732,551,487,112.0,296.0,6.0,167351.0,72.0,8.0,,167351.0,, ,
2023-01-16,,2367,燿華,31732,31512,487,475,189.0,374.0,35.0,167351.0,12.0,,,167351.0,, ,
2023-01-18,,2367,燿華,31512,31271,475,456,258.0,496.0,3.0,167351.0,21.0,2.0,,167351.0,, ,
2023-02-01,,2367,燿華,31156,30917,472,473,451.0,690.0,,167351.0,17.0,18.0,,167351.0,, ,
2023-02-02,,2367,燿華,31156,30917,472,473,451.0,690.0,,167351.0,17.0,18.0,,167351.0,, ,
2023-02-03,,2367,燿華,30902,30745,493,529,522.0,654.0,25.0,167351.0,1.0,40.0,3.0,167351.0,, ,
2023-02-04,,2367,燿華,30902,30745,493,529,522.0,654.0,25.0,167351.0,1.0,40.0,3.0,167351.0,, ,
2023-02-06,,2367,燿華,30745,30717,529,528,184.0,204.0,8.0,167351.0,3.0,2.0,,167351.0,2.0, ,
2023-02-07,,2367,燿華,30717,30720,528,529,186.0,183.0,,167351.0,4.0,5.0,,167351.0,4.0, ,
2023-02-08,,2367,燿華,30720,31280,529,564,1766.0,1202.0,4.0,167351.0,7.0,42.0,,167351.0,1.0, ,
2023-02-09,,2367,燿華,31280,31257,564,543,799.0,812.0,10.0,167351.0,24.0,3.0,,167351.0,, ,
2023-02-10,,2367,燿華,31257,31144,543,521,495.0,608.0,,167351.0,25.0,3.0,,167351.0,, ,
2023-02-11,,2367,燿華,31257,31144,543,521,495.0,608.0,,167351.0,25.0,3.0,,167351.0,, ,
2023-02-13,,2367,燿華,31144,31044,521,530,258.0,357.0,1.0,167351.0,13.0,22.0,,167351.0,, ,
2023-02-14,,2367,燿華,31044,30952,530,542,132.0,223.0,1.0,167351.0,2.0,14.0,,167351.0,8.0, ,
2023-02-15,,2367,燿華,30952,30645,542,543,375.0,680.0,2.0,167351.0,35.0,40.0,4.0,167351.0,1.0, ,
2023-02-16,,2367,燿華,30624,30179,543,542,305.0,742.0,8.0,167351.0,5.0,4.0,,167351.0,13.0, ,
2023-02-17,,2367,燿華,30200,29947,542,533,272.0,515.0,10.0,167351.0,10.0,1.0,,167351.0,, ,
2023-02-18,,2367,燿華,30200,29947,542,533,272,515,10,167351,10,1,,167351,, ,
