lhdate,lhprice,lhcount
2022-03-21,30.05,0.0
2022-03-21,30.05,0.0
2022-04-14,29.5,0.0
2022-05-05,29.15,0.0
2022-05-19,28.05,0.0
2022-06-17,28.95,0.0
2022-08-12,28.65,0.0
2022-09-20,27.8,0.0
2022-09-29,27.35,0.0
2022-11-17,27.95,0.0
2022-12-19,30.5,0.0
