lhdate,lhprice,lhcount
2022-03-24,40.3,0.0
2022-04-14,42.15,0.0
2022-05-06,42.55,0.0
2022-05-31,45.9,0.0
2022-06-27,47.5,0.0
2022-07-25,41.9,0.0
2022-08-10,40.8,0.0
2022-09-07,41.85,0.0
2022-10-05,35.35,0.0
2022-12-02,40.95,0.0
2022-12-15,39.05,0.0
2023-01-04,37.2,0.0
