lhdate,lhprice,lhcount
2022-04-20,17.45,0.0
2022-05-31,16.95,0.0
2022-06-10,18.4,0.0
2022-06-21,18.1,0.0
2022-07-08,16.85,0.0
2022-07-19,17.3,0.0
2022-09-07,23.8,0.0
2022-11-15,19.1,0.0
2022-12-27,17.8,0.0
2023-01-09,18.35,0.0
2023-02-08,19.0,0.0
