lhdate,lhprice,lhcount
2022-04-06,25.2,0.0
2022-05-30,23.95,0.0
2022-06-28,23.2,0.0
2022-08-10,24.35,0.0
2022-08-31,23.25,0.0
2022-09-16,23.4,0.0
2022-11-15,22.35,0.0
2022-12-01,22.8,0.0
2022-12-19,22.85,0.0
2023-01-10,23.5,0.0
2023-01-30,23.4,0.0
