lhdate,lhprice,lhcount
2022-03-01,481.0,0.0
2022-04-14,414.0,0.0
2022-05-03,403.5,0.0
2022-05-19,402.5,0.0
2022-06-01,410.0,0.0
2022-07-11,300.5,0.0
2022-07-21,269.5,0.0
2022-08-19,270.0,0.0
2022-09-12,266.5,0.0
2022-10-17,249.0,0.0
2022-12-16,314.5,0.0
