lhdate,lhprice,lhcount
2022-03-23,29.85,0.0
2022-04-22,34.7,0.0
2022-05-10,33.6,0.0
2022-05-30,34.2,0.0
2022-06-17,38.2,0.0
2022-07-05,34.7,0.0
2022-07-13,36.05,0.0
2022-08-02,38.2,0.0
2022-08-23,35.9,0.0
2022-09-14,36.85,0.0
2022-10-04,34.35,0.0
2022-10-24,32.3,0.0
2022-11-03,33.1,0.0
2022-12-05,36.25,0.0
2022-12-15,35.95,0.0
2022-12-30,35.75,0.0
2023-02-22,39.2,0.0
