lhdate,lhprice,lhcount
2022-03-24,39.4,0.0
2022-03-24,39.4,0.0
2022-04-29,38.2,0.0
2022-05-31,38.5,0.0
2022-06-24,37.9,0.0
2022-07-05,37.85,0.0
2022-08-08,37.9,0.0
2022-09-08,37.5,0.0
2022-11-09,30.25,0.0
2022-11-23,35.1,0.0
