lhdate,lhprice,lhcount
2022-04-06,31.8,0.0
2022-04-21,30.55,0.0
2022-05-18,29.3,0.0
2022-06-06,29.2,0.0
2022-08-10,22.6,0.0
2022-11-14,18.45,0.0
