lhdate,lhprice,lhcount
2022-03-24,30.85,0.0
2022-04-13,30.9,0.0
2022-05-05,30.55,0.0
2022-05-30,31.8,0.0
2022-06-09,31.4,0.0
2022-07-05,32.25,0.0
2022-07-19,32.5,0.0
2022-08-31,32.75,0.0
2022-09-15,33.0,0.0
2022-09-23,32.9,0.0
2022-11-14,33.2,0.0
2022-12-22,33.0,0.0
2023-01-30,33.3,0.0
