lhdate,lhprice,lhcount
2022-03-18,2025.0,0.0
2022-03-01,2050.0,0.0
2022-03-18,2025.0,0.0
2022-04-21,1700.0,0.0
2022-06-09,1835.0,0.0
2022-08-09,2115.0,0.0
2022-09-07,2005.0,0.0
2022-10-07,1845.0,0.0
2022-11-24,2325.0,0.0
2022-12-15,2270.0,0.0
