lhdate,lhprice,lhcount
2022-04-01,88.1,0.0
2022-04-21,88.6,0.0
2022-05-05,85.0,0.0
2022-05-17,87.1,0.0
2022-05-31,81.3,0.0
2022-06-13,93.7,0.0
2022-06-27,85.5,0.0
2022-07-22,83.2,0.0
2022-08-25,83.8,0.0
2022-09-23,102.0,0.0
2022-10-06,94.8,0.0
2022-11-28,102.5,0.0
2022-12-14,97.0,0.0
2023-01-10,91.8,0.0
2023-02-02,93.5,0.0
