lhdate,lhprice,lhcount
2022-03-23,29.2,0.0
2022-04-12,30.7,0.0
2022-04-26,29.7,0.0
2022-05-31,27.15,0.0
2022-06-16,26.6,0.0
2022-07-28,23.2,0.0
2022-08-17,24.9,0.0
2022-10-06,20.6,0.0
2022-11-15,22.0,0.0
2022-12-07,23.05,0.0
2023-02-20,22.95,0.0
