lhdate,lhprice,lhcount
2022-03-11,31.95,0.0
2022-03-24,33.7,0.0
2022-04-15,39.6,0.0
2022-05-05,32.65,0.0
2022-05-18,29.65,0.0
2022-06-08,31.55,0.0
2022-07-11,30.1,0.0
2022-07-19,30.7,0.0
2022-08-22,33.3,0.0
2022-09-02,34.7,0.0
2022-09-21,47.35,0.0
2022-10-14,61.7,0.0
2022-11-04,57.3,0.0
2022-11-18,60.8,0.0
2022-11-29,57.5,0.0
2023-01-03,47.7,0.0
2023-02-08,53.4,0.0
