lhdate,lhprice,lhcount
2022-03-31,17.2,0.0
2022-04-06,17.65,0.0
2022-04-22,17.05,0.0
2022-05-30,14.95,0.0
2022-06-27,15.75,0.0
2022-07-05,15.7,0.0
2022-07-26,13.7,0.0
2022-08-26,16.6,0.0
2022-09-16,16.75,0.0
2022-10-18,15.05,0.0
2022-11-07,16.45,0.0
2022-11-30,16.5,0.0
