lhdate,lhprice,lhcount
2022-03-23,255.0,0.0
2022-04-06,260.0,0.0
2022-06-08,231.0,0.0
2022-06-29,217.0,0.0
2022-08-15,226.0,0.0
2022-08-26,220.0,0.0
2022-09-13,202.0,0.0
2022-11-15,195.0,0.0
2022-12-06,214.5,0.0
2023-01-10,233.0,0.0
2023-01-30,240.0,0.0
