lhdate,lhprice,lhcount
2022-03-23,10.9,0.0
2022-03-01,10.95,0.0
2022-03-23,10.9,0.0
2022-04-06,11.3,0.0
2022-05-18,9.13,0.0
2022-06-06,9.87,0.0
2022-06-27,9.23,0.0
2022-08-01,8.65,0.0
2022-08-17,9.04,0.0
2022-09-13,8.71,0.0
2022-10-20,8.07,0.0
2022-11-15,8.67,0.0
2022-11-30,8.91,0.0
2022-12-16,8.85,0.0
