lhdate,lhprice,lhcount
2022-03-18,19.05,0.0
2022-04-08,19.8,0.0
2022-05-31,16.2,0.0
2022-08-17,14.0,0.0
2022-09-13,13.4,0.0
2022-10-06,12.4,0.0
2022-11-23,13.5,0.0
2022-12-02,13.45,0.0
2023-01-09,13.05,0.0
