lhdate,lhprice,lhcount
2022-04-21,100.5,0.0
2022-05-06,108.0,0.0
2022-06-07,104.5,0.0
2022-07-22,69.5,0.0
2022-08-01,68.8,0.0
2022-08-15,69.6,0.0
2022-09-21,59.7,0.0
2022-10-07,58.9,0.0
2022-10-24,55.4,0.0
2022-11-16,59.0,0.0
2022-11-30,61.9,0.0
