lhdate,lhprice,lhcount
2022-04-06,79.9,0.0
2022-04-22,81.1,0.0
2022-06-10,82.5,0.0
2022-06-27,81.5,0.0
2022-08-01,70.1,0.0
2022-08-17,70.6,0.0
2022-09-13,69.5,0.0
2022-09-30,69.1,0.0
2022-11-15,74.4,0.0
2022-11-30,76.1,0.0
2022-12-27,70.8,0.0
2023-01-09,73.5,0.0
2023-01-30,74.0,0.0
