lhdate,lhprice,lhcount
2022-03-10,30.0,0.0
2022-03-21,28.95,0.0
2022-04-22,33.0,0.0
2022-05-05,30.4,0.0
2022-06-01,27.25,0.0
2022-06-27,21.9,0.0
2022-07-11,21.2,0.0
2022-07-22,25.5,0.0
2022-08-18,24.75,0.0
2022-09-16,21.85,0.0
2022-10-07,19.9,0.0
2022-10-27,18.4,0.0
2022-11-14,19.15,0.0
2022-12-01,20.2,0.0
2022-12-22,21.4,0.0
