lhdate,lhprice,lhcount
2022-03-23,1495.0,0.0
2022-04-06,1500.0,0.0
2022-05-17,1505.0,0.0
2022-05-30,1565.0,0.0
2022-06-27,1515.0,0.0
2022-07-21,1550.0,0.0
2022-08-18,1820.0,0.0
2022-09-13,1665.0,0.0
2022-10-06,1440.0,0.0
2022-11-15,1595.0,0.0
2022-12-05,1810.0,0.0
2022-12-15,1765.0,0.0
2023-01-05,1660.0,0.0
2023-02-09,1695.0,0.0
