lhdate,lhprice,lhcount
2022-03-24,67.3,0.0
2022-05-05,51.1,0.0
2022-05-31,53.1,0.0
2022-07-07,57.6,0.0
2022-08-15,83.9,0.0
2022-08-31,90.5,0.0
2022-09-14,92.4,0.0
2022-09-22,91.4,0.0
2022-10-07,79.7,0.0
2022-11-08,70.9,0.0
2022-11-17,74.3,0.0
2022-12-09,76.8,0.0
2022-12-27,70.9,0.0
2023-01-09,70.7,0.0
2023-02-02,77.0,0.0
2023-02-24,90.8,0.0
