lhdate,lhprice,lhcount
2022-03-29,14.15,0.0
2022-04-22,13.9,0.0
2022-05-10,13.85,0.0
2022-06-07,14.15,0.0
2022-07-11,13.75,0.0
2022-08-03,12.35,0.0
2022-08-30,12.0,0.0
2022-09-16,12.8,0.0
2022-10-19,11.8,0.0
2022-11-21,12.55,0.0
