lhdate,lhprice,lhcount
2022-03-11,156.0,0.0
2022-03-11,156.0,0.0
2022-04-15,180.5,0.0
2022-05-06,185.5,0.0
2022-05-18,185.5,0.0
2022-06-02,239.0,0.0
2022-06-24,198.5,0.0
2022-07-19,207.5,0.0
2022-08-23,322.5,0.0
2022-08-31,313.5,0.0
2022-09-22,261.0,0.0
2022-10-06,286.0,0.0
2022-11-04,251.5,0.0
2022-11-28,334.5,0.0
2022-12-19,335.0,0.0
