0,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,filter,rsv,k,d
0.0,2022-03-01,53817420.0,13604408287.0,257.5,260.5,246.5,246.5,-7.50,38856.0,False,,,
23.0,2022-03-01,53817420.0,13604408287.0,257.5,260.5,246.5,246.5,-7.50,38856.0,False,0.6216216216216216,0.7881484039731065,0.8060873705852541
1.0,2022-03-02,31846269.0,7858897246.0,248.5,251.0,241.0,250.0,+3.50,29180.0,False,,,
24.0,2022-03-02,31846269.0,7858897246.0,248.5,251.0,241.0,250.0,+3.50,29180.0,False,0.5882352941176471,0.7215107006879533,0.7778951472861538
2.0,2022-03-03,26160990.0,6533391036.0,253.0,255.5,246.0,246.0,-4.00,28192.0,False,,,
25.0,2022-03-03,26160990.0,6533391036.0,253.0,255.5,246.0,246.0,-4.00,28192.0,False,0.42,0.6210071337919688,0.7255991427880921
3.0,2022-03-04,30244189.0,7496591343.0,246.0,253.0,243.5,245.0,-1.00,25615.0,False,,,
26.0,2022-03-04,30244189.0,7496591343.0,246.0,253.0,243.5,245.0,-1.00,25615.0,False,0.32608695652173914,0.5227004080352255,0.6579662312038033
4.0,2022-03-07,45140523.0,10222231192.0,237.0,237.5,221.0,222.0,-23.00,37407.0,False,,,
27.0,2022-03-07,45140523.0,10222231192.0,237.0,237.5,221.0,222.0,-23.00,37407.0,False,0.02531645569620253,0.3569057572555512,0.5576127398877192
5.0,2022-03-08,41909884.0,9306879194.0,214.0,229.5,213.0,216.0,-6.00,38424.0,False,,,
28.0,2022-03-08,41909884.0,9306879194.0,214.0,229.5,213.0,216.0,-6.00,38424.0,False,0.06315789473684211,0.2589898030826481,0.4580717609526955
6.0,2022-03-09,35910725.0,8040527705.0,224.5,227.5,219.0,227.0,+11.00,35218.0,False,,,
29.0,2022-03-09,35910725.0,8040527705.0,224.5,227.5,219.0,227.0,+11.00,35218.0,False,0.29473684210526313,0.2709054827568531,0.3956830015540813
30.0,2022-03-10,38470621.0,9192133017.0,238.5,241.5,234.5,241.0,+14.00,36702.0,False,0.5894736842105263,0.3770948832414108,0.3894869621165245
7.0,2022-03-10,38470621.0,9192133017.0,238.5,241.5,234.5,241.0,+14.00,36702.0,False,,,
