0,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,filter,rsv,k,d
0.0,2022-03-01,1283858.0,477256234.0,370.0,377.0,369.0,371.0,+4.50,1090.0,False,,,
23.0,2022-03-01,1283858.0,477256234.0,370.0,377.0,369.0,371.0,+4.50,1090.0,False,0.7636363636363637,0.5796558000941572,0.4934613144407427
1.0,2022-03-02,916417.0,339573100.0,370.0,374.0,366.0,372.0,+1.00,854.0,False,,,
24.0,2022-03-02,916417.0,339573100.0,370.0,374.0,366.0,372.0,+1.00,854.0,False,0.8,0.6531038667294381,0.5466754985369745
2.0,2022-03-03,1595226.0,601671770.0,381.0,385.0,372.5,372.5,+0.50,1042.0,False,,,
25.0,2022-03-03,1595226.0,601671770.0,381.0,385.0,372.5,372.5,+0.50,1042.0,False,0.6428571428571429,0.6496882921053397,0.5810130963930962
3.0,2022-03-04,1036797.0,381598016.0,367.0,375.5,364.0,364.5,-8.00,1021.0,False,,,
26.0,2022-03-04,1036797.0,381598016.0,367.0,375.5,364.0,364.5,-8.00,1021.0,False,0.4142857142857143,0.5712207661654646,0.5777489863172189
4.0,2022-03-07,943374.0,330501258.0,354.0,357.0,346.0,349.5,-15.00,1170.0,False,,,
27.0,2022-03-07,943374.0,330501258.0,354.0,357.0,346.0,349.5,-15.00,1170.0,False,0.08974358974358974,0.4107283740248397,0.5220754488864259
5.0,2022-03-08,1052504.0,368436991.0,347.0,353.5,343.5,350.5,+1.00,952.0,False,,,
28.0,2022-03-08,1052504.0,368436991.0,347.0,353.5,343.5,350.5,+1.00,952.0,False,0.1686746987951807,0.3300438156149533,0.4580649044626016
6.0,2022-03-09,1267420.0,453133473.0,353.0,363.5,352.0,356.0,+5.50,1064.0,False,,,
29.0,2022-03-09,1267420.0,453133473.0,353.0,363.5,352.0,356.0,+5.50,1064.0,False,0.3012048192771085,0.32043081683567165,0.41218687525362496
30.0,2022-03-10,2248074.0,816837364.0,358.5,367.5,358.5,362.5,+6.50,1182.0,False,0.4578313253012048,0.3662309863241827,0.3968682456104775
7.0,2022-03-10,2248074.0,816837364.0,358.5,367.5,358.5,362.5,+6.50,1182.0,False,,,
8.0,2022-03-11,1129242.0,413030207.0,365.0,370.0,360.5,364.0,+1.50,977.0,False,0.4939759036144578,0.4979919678714859,0.4993306559571621
31.0,2022-03-11,1129242.0,413030207.0,365.0,370.0,360.5,364.0,+1.50,977.0,False,0.4939759036144578,0.4088126254209411,0.4008497055472987
32.0,2022-03-14,1618634.0,577263084.0,360.0,361.0,353.0,356.5,-7.50,1280.0,False,0.3132530120481928,0.3769594209633583,0.3928862773526519
9.0,2022-03-14,1618634.0,577263084.0,360.0,361.0,353.0,356.5,-7.50,1280.0,False,0.3132530120481928,0.4364123159303882,0.4783578759482373
33.0,2022-03-15,1446692.0,530013538.0,359.5,369.0,356.0,367.0,+10.50,1125.0,False,0.5662650602409639,0.44006130072256017,0.40861128514262135
10.0,2022-03-15,1446692.0,530013538.0,359.5,369.0,356.0,367.0,+10.50,1125.0,False,0.5662650602409639,0.4796965640339134,0.4788041053101293
34.0,2022-03-16,1841380.0,673223290.0,366.0,371.0,358.5,366.0,-1.00,1356.0,False,0.703125,0.5277492004817068,0.4483239235889832
11.0,2022-03-16,1841380.0,673223290.0,366.0,371.0,358.5,366.0,-1.00,1356.0,False,0.703125,0.5541727093559423,0.5039269733254003
35.0,2022-03-17,1436334.0,543812333.0,379.5,382.5,374.0,379.5,+13.50,1275.0,False,0.9230769230769232,0.6595251080134455,0.5187243183971373
12.0,2022-03-17,1436334.0,543812333.0,379.5,382.5,374.0,379.5,+13.50,1275.0,False,0.9230769230769232,0.6771407805962693,0.5616649090823566
36.0,2022-03-18,2021750.0,741621643.0,380.0,382.0,362.5,362.5,-17.00,1193.0,False,0.4871794871794872,0.6020765677354594,0.5465084015099113
13.0,2022-03-18,2021750.0,741621643.0,380.0,382.0,362.5,362.5,-17.00,1193.0,False,0.4871794871794872,0.6138203494573419,0.5790500558740184
37.0,2022-03-21,858352.0,312760945.0,365.0,368.0,361.5,363.0,+0.50,768.0,False,0.3606557377049181,0.5216029577252789,0.5382065869150339
14.0,2022-03-21,858352.0,312760945.0,365.0,368.0,361.5,363.0,+0.50,768.0,False,0.3606557377049181,0.5294321455398673,0.5625107524293014
38.0,2022-03-22,640691.0,236201934.0,369.0,371.5,365.0,369.0,+6.00,514.0,False,0.5423728813559322,0.5285262656021633,0.534979813144077
15.0,2022-03-22,640691.0,236201934.0,369.0,371.5,365.0,369.0,+6.00,514.0,False,0.5423728813559322,0.5337457241452223,0.5529224096679417
16.0,2022-03-23,690030.0,258136819.0,374.0,377.5,370.0,374.5,+5.50,623.0,False,0.7288135593220338,0.5987683358708261,0.5682043850689031
39.0,2022-03-23,690030.0,258136819.0,374.0,377.5,370.0,374.5,+5.50,623.0,False,0.7288135593220338,0.5952886968421202,0.555082774376758
17.0,2022-03-24,1010433.0,375666571.0,374.0,377.5,368.0,370.5,-4.00,1582.0,False,0.5932203389830508,0.596919003574901,0.5777759245709024
40.0,2022-03-24,1010433.0,375666571.0,374.0,377.5,368.0,370.5,-4.00,1582.0,False,0.5932203389830508,0.5945992442224304,0.5682549309919821
18.0,2022-03-25,695708.0,252766801.0,365.0,371.5,362.0,362.0,-8.50,666.0,False,0.22641509433962265,0.4734177004964749,0.5429898498794266
41.0,2022-03-25,695708.0,252766801.0,365.0,371.5,362.0,362.0,-8.50,666.0,False,0.22641509433962265,0.4718711942614944,0.5361270187484862
19.0,2022-03-28,987012.0,351214475.0,353.5,360.0,350.0,359.5,-2.50,741.0,False,0.2923076923076923,0.4130476977668807,0.4996757991752446
42.0,2022-03-28,987012.0,351214475.0,353.5,360.0,350.0,359.5,-2.50,741.0,False,0.2923076923076923,0.412016693610227,0.4947569103690664
20.0,2022-03-29,531037.0,191216662.0,360.0,362.5,357.0,360.0,+0.50,1055.0,False,0.3076923076923077,0.3779292344086896,0.4590936109197262
43.0,2022-03-29,531037.0,191216662.0,360.0,362.5,357.0,360.0,+0.50,1055.0,False,0.3076923076923077,0.3772418983042539,0.4555852396807956
21.0,2022-03-30,680229.0,246910115.0,362.0,365.0,361.0,362.0,+2.00,642.0,False,0.375,0.3769528229391264,0.4317133482595263
44.0,2022-03-30,680229.0,246910115.0,362.0,365.0,361.0,362.0,+2.00,642.0,False,0.375,0.3764945988695026,0.4292216927436979
22.0,2022-03-31,977824.0,360281179.0,366.0,371.0,365.0,369.5,+7.50,566.0,False,0.7090909090909091,0.4876655183230539,0.4503640716140354
45.0,2022-03-31,977824.0,360281179.0,366.0,371.0,365.0,369.5,+7.50,566.0,False,0.7090909090909091,0.4873600356099714,0.448601140365789
46.0,2022-04-01,1312534.0,487411883.0,368.0,375.0,363.0,374.5,+5.00,916.0,False,0.8909090909090909,0.6218763873763445,0.5063595560359742
47.0,2022-04-06,1301523.0,480299638.0,366.0,374.0,366.0,370.0,-4.50,1050.0,False,0.7272727272727273,0.6570085006751387,0.5565758709156956
48.0,2022-04-07,1661526.0,604342108.0,366.0,371.5,361.0,361.0,-9.00,1962.0,False,0.4,0.5713390004500924,0.5614969140938278
49.0,2022-04-08,815924.0,295640463.0,366.0,366.0,360.0,363.0,+2.00,681.0,False,0.52,0.5542260003000616,0.5590732761625724
50.0,2022-04-11,751016.0,272419335.0,363.0,365.0,360.0,362.5,-0.50,668.0,False,0.5,0.5361506668667078,0.5514324063972842
51.0,2022-04-12,749789.0,274548428.0,365.0,368.5,362.5,366.0,+3.50,636.0,False,0.5,0.5241004445778051,0.5423217524574578
52.0,2022-04-13,631099.0,233681871.0,370.0,372.5,367.5,371.0,+5.00,581.0,False,0.7333333333333333,0.5938447408296479,0.5594960819148544
53.0,2022-04-14,1043712.0,396863440.0,376.0,382.0,373.0,380.0,+9.00,1782.0,False,0.9090909090909092,0.6989267969167349,0.6059729869154813
54.0,2022-04-15,430957.0,160182513.0,380.0,381.0,366.5,366.5,-13.50,488.0,False,0.2954545454545455,0.5644360464293384,0.592127340086767
55.0,2022-04-18,270017.0,98837484.0,363.0,369.0,362.5,366.5, 0.00,1279.0,False,0.2954545454545455,0.4747755461044074,0.5530100754259805
56.0,2022-04-19,913553.0,341525321.0,367.0,378.5,366.5,370.5,+4.00,1309.0,False,0.4772727272727273,0.4756079398271806,0.5272093635597138
57.0,2022-04-20,789812.0,290398972.0,369.5,372.0,366.0,366.0,-4.50,627.0,False,0.2727272727272727,0.407981050793878,0.4874665926377685
58.0,2022-04-21,1062167.0,397744006.0,370.0,378.0,370.0,377.0,+11.00,823.0,False,0.7727272727272727,0.5295631247716762,0.5014987700157377
59.0,2022-04-22,1208540.0,451488850.0,368.0,380.5,366.5,376.0,-1.00,1041.0,False,0.6923076923076923,0.5838113139503482,0.5289362846606078
60.0,2022-04-25,988673.0,366861897.0,367.0,374.5,367.0,374.0,-2.00,1868.0,False,0.5897435897435898,0.585788739214762,0.5478871028453258
61.0,2022-04-26,802172.0,296776958.0,370.0,372.5,366.5,370.5,-3.50,1652.0,False,0.41025641025641024,0.5272779628953114,0.5410173895286543
62.0,2022-04-27,963123.0,352888348.0,371.0,371.0,362.5,365.0,-5.50,1423.0,False,0.13513513513513514,0.39656368697525257,0.492866155344187
63.0,2022-04-28,1012940.0,370609659.0,364.5,368.5,361.5,368.5,+3.50,846.0,False,0.3684210526315789,0.38718280886069467,0.4576383731830228
64.0,2022-04-29,509804.0,188303375.0,365.5,372.0,365.5,369.5,+1.00,380.0,False,0.42105263157894735,0.3984727497667789,0.4379164987109415
65.0,2022-05-03,635692.0,234525203.0,369.5,373.5,366.5,368.5,-1.00,1503.0,False,0.3684210526315789,0.3884555173883789,0.4214295049367539
66.0,2022-05-04,433151.0,162430214.0,374.0,377.5,371.0,376.0,+7.50,1411.0,False,0.7631578947368421,0.5133563098378666,0.4520717732371248
67.0,2022-05-05,2518457.0,878135274.0,371.0,373.0,340.0,344.5,-31.50,3906.0,False,0.1111111111111111,0.3792745769289481,0.4278060411343992
68.0,2022-05-06,1025263.0,350128963.0,336.0,344.5,335.5,343.0,-1.50,1913.0,False,0.17857142857142858,0.3123735274764416,0.3893285365817467
69.0,2022-05-09,555329.0,188011549.0,332.0,345.0,332.0,341.0,-2.00,1200.0,False,0.1978021978021978,0.27418308425169363,0.3509467191383957
70.0,2022-05-10,1274562.0,421991941.0,329.0,336.5,329.0,332.0,-9.00,2096.0,False,0.061855670103092786,0.2034072795354933,0.3017669059374282
71.0,2022-05-11,855412.0,281451609.0,328.0,331.0,325.0,330.0,-2.00,1697.0,False,0.09523809523809523,0.16735088476969395,0.25696156554818345
72.0,2022-05-12,702167.0,229311230.0,327.0,330.5,325.0,325.5,-4.50,1655.0,False,0.009523809523809523,0.11474185968773247,0.2095549969280331
73.0,2022-05-13,978872.0,330991420.0,338.5,341.5,333.0,339.5,+14.00,1896.0,False,0.2761904761904762,0.16855806518864705,0.1958893530149044
74.0,2022-05-16,893816.0,313000521.0,346.5,352.5,346.5,351.5,+12.00,1818.0,False,0.5047619047619047,0.2806260117130663,0.2241349059142917
75.0,2022-05-17,964427.0,339405642.0,357.5,357.5,349.0,351.0,-0.50,1398.0,False,0.5416666666666666,0.3676395633642664,0.27196979173094993
76.0,2022-05-18,955172.0,340564020.0,348.0,360.0,348.0,358.5,+7.50,1825.0,False,0.9571428571428572,0.5641406612904633,0.3693600815841209
77.0,2022-05-19,1125184.0,407019431.0,345.0,366.5,345.0,365.0,+6.50,1878.0,False,0.9638554216867472,0.6973789147558911,0.4786996926413777
78.0,2022-05-20,1495025.0,553405819.0,366.5,377.0,362.5,364.0,-1.00,2299.0,False,0.75,0.7149192765039274,0.5574395539288942
79.0,2022-05-23,694580.0,251388514.0,368.0,370.0,358.0,358.5,-5.50,680.0,False,0.6442307692307693,0.6913564407462081,0.6020785162013321
80.0,2022-05-24,1228605.0,434015863.0,358.0,362.0,349.0,349.0,-9.50,1069.0,False,0.4615384615384616,0.6147504476769592,0.6063024933598744
81.0,2022-05-25,942550.0,333534570.0,352.5,357.0,349.5,353.0,+4.00,791.0,False,0.4545454545454545,0.561348783299791,0.5913179233398466
82.0,2022-05-26,604678.0,213623253.0,354.0,356.0,349.0,351.0,-2.00,646.0,False,0.1875,0.43673252219986064,0.5397894562931845
83.0,2022-05-27,1016872.0,368670571.0,353.0,366.0,353.0,363.5,+12.50,958.0,False,0.578125,0.4838633481332404,0.5211474202398698
84.0,2022-05-30,908418.0,333442185.0,369.0,369.5,361.0,367.0,+3.50,869.0,False,0.6875,0.5517422320888269,0.5313456908561889
85.0,2022-05-31,3924892.0,1423471014.0,367.0,371.0,361.0,361.0,-6.00,1299.0,False,0.5,0.5344948213925512,0.5323954010349763
86.0,2022-06-01,874476.0,314325307.0,363.5,363.5,357.5,358.0,-3.00,799.0,False,0.32142857142857145,0.4634727380712246,0.5094211800470589
87.0,2022-06-02,1327984.0,461519940.0,353.5,353.5,343.0,348.5,-9.50,1216.0,False,0.19642857142857145,0.3744580158570069,0.464433458650375
88.0,2022-06-06,767462.0,273448654.0,353.0,361.0,352.0,358.0,+9.50,881.0,False,0.5357142857142857,0.4282101058094331,0.4523590077033943
89.0,2022-06-07,817955.0,285593917.0,352.0,354.0,347.0,348.0,-10.00,761.0,False,0.17857142857142858,0.3449972133967649,0.4165717429345178
90.0,2022-06-08,855842.0,299313966.0,349.0,355.5,347.5,349.0,+1.00,757.0,False,0.21428571428571427,0.3014267136930814,0.3781900665207056
91.0,2022-06-09,454592.0,160230012.0,350.0,354.5,350.0,353.0,+4.00,388.0,False,0.35714285714285715,0.3199987615096733,0.3587929648503615
