0,0.1,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,filter,rsv,k,d
219.0,219.0,2022-12-08,9938000.0,490909550.0,49.1,49.85,48.9,49.4,0.3,5022.0,False,0.4606741573033706,0.6091567635945496,0.6930751459730581
220.0,220.0,2022-12-09,18649986.0,920834301.0,50.2,50.3,48.65,48.8,-0.6,10566.0,False,0.16666666666666535,0.4616600646185882,0.6159367855215679
221.0,221.0,2022-12-12,13333099.0,640292595.0,48.5,48.55,47.7,48.05,-0.75,8931.0,False,0.08536585365853533,0.33622866096523724,0.5227007440027911
222.0,222.0,2022-12-13,7106815.0,341368807.0,48.55,48.55,47.7,47.75,-0.3,4237.0,False,0.012195121951218836,0.2282174812938977,0.42453965643316
223.0,223.0,2022-12-14,6994468.0,334874103.0,48.05,48.05,47.6,47.8,0.05,4062.0,False,0.04761904761904665,0.1680180034022807,0.33903243875620026
224.0,224.0,2022-12-15,5369000.0,259010100.0,47.8,48.5,47.7,48.5,0.7,2956.0,False,0.21428571428571416,0.18344057369675854,0.2871684837363863
225.0,225.0,2022-12-16,12674000.0,615649950.0,48.05,49.0,47.8,48.9,0.4,6644.0,False,0.30952380952380915,0.2254683189724421,0.2666017621484049
226.0,226.0,2022-12-19,7258579.0,350668758.0,48.55,48.8,47.9,47.95,-0.95,4041.0,False,0.0853658536585369,0.17876749720114032,0.23732367383265
227.0,227.0,2022-12-20,12660889.0,597680932.0,47.8,48.15,46.55,46.6,-1.35,7413.0,False,0.01333333333333447,0.1236227759118717,0.1994233745257239
228.0,228.0,2022-12-21,6682000.0,312737050.0,47.05,47.15,46.5,46.65,0.05,3399.0,False,0.03947368421052597,0.09557307867808976,0.1648066092431792
229.0,229.0,2022-12-22,9692711.0,452486121.0,47.15,47.3,46.25,46.45,-0.2,5792.0,False,0.07272727272727376,0.08795781002781777,0.1391903428380587
230.0,230.0,2022-12-25,9581627.0,436774647.0,45.9,46.05,45.25,45.95,-0.5,5530.0,False,0.18666666666666745,0.12086076224076765,0.1330804826389617
231.0,231.0,2022-12-26,2784678.0,128332593.0,46.2,46.3,45.9,46.1,0.15,1807.0,False,0.22666666666666704,0.15612939704940074,0.14076345410910804
232.0,232.0,2022-12-27,3498874.0,162727976.0,46.45,46.8,46.3,46.4,0.3,2231.0,False,0.3066666666666663,0.2063084869218226,0.16261179838001288
233.0,233.0,2022-12-28,9462000.0,427995550.0,46.2,46.2,44.8,44.8,-1.6,5154.0,False,0.0,0.13753899128121505,0.15425419601374693
234.0,234.0,2022-12-29,4897361.0,218553081.0,44.3,45.15,44.0,45.0,0.2,2895.0,False,0.20833333333333345,0.16113710529858782,0.1565484991086939
235.0,235.0,2022-12-30,5042163.0,226029402.0,45.4,45.6,44.5,44.5,-0.5,3331.0,False,0.1204819277108434,0.14758537943600636,0.15356079255113134
,,2023-01-03,"5,331,148","240,652,018",44.5,45.7,44.5,45.55,+1.05,"3,471",,,,
,,2023-01-04,"6,547,624","297,195,033",45.75,45.75,45.2,45.35,-0.20,"4,172",,,,
,,2023-01-05,"12,967,582","582,538,613",45.4,45.6,44.6,44.7,-0.65,"7,330",,,,
,,2023-01-06,"10,786,966","475,690,966",44.25,44.5,43.7,44.3,-0.40,"6,098",,,,
,,2023-01-09,"15,371,170","687,064,003",44.75,45.1,44.3,45.1,+0.80,"7,447",,,,
,,2023-01-10,"14,088,815","626,999,149",45.0,45.0,44.25,44.7,-0.40,"7,214",,,,
,,2023-01-11,"19,116,199","842,039,252",44.65,44.85,43.8,44.0,-0.70,"11,341",,,,
,,2023-01-12,"12,337,390","543,023,686",44.0,44.25,43.7,44.1,+0.10,"6,643",,,,
,,2023-01-13,"11,892,558","520,131,996",44.25,44.3,43.45,43.5,-0.60,"7,520",,,,
,,2023-01-16,"7,220,376","315,463,843",43.5,44.05,43.1,44.0,+0.50,"4,025",,,,
,,2023-01-17,"5,638,881","248,949,040",43.95,44.25,43.9,44.25,+0.25,"3,574",,,,
,,2023-01-30,"18,391,329","827,274,681",44.8,45.25,44.4,45.1,+0.85,"9,264",,,,
,,2023-01-31,"14,042,332","639,614,301",45.1,45.85,44.95,45.55,+0.45,"7,821",,,,
262.0,,2023-02-01,15433292.0,713921680.0,45.75,46.75,45.7,46.55,1.0,8840.0,False,0.9298245614035078,0.9467666417765448,0.9524140019008904
