日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,filter,rsv,k,d
111/03/01,39030.0,2888093.0,74.0,74.5,73.7,74.2,+0.30,48.0,False,,,
111/03/02,45139.0,3339638.0,74.3,74.4,73.6,74.4,+0.20,47.0,False,,,
111/03/03,25561.0,1894754.0,74.0,74.5,73.9,74.4, 0.00,28.0,False,,,
111/03/04,28308.0,2102177.0,74.0,74.5,74.0,74.2,-0.20,93.0,False,,,
111/03/07,126720.0,9285141.0,73.3,74.1,72.8,73.0,-1.20,246.0,False,,,
111/03/08,104744.0,7733714.0,72.3,76.7,72.3,73.1,+0.10,310.0,False,,,
111/03/09,122175.0,9163133.0,75.9,75.9,74.5,75.0,+1.90,102.0,False,,,
111/03/10,171048.0,13035409.0,76.0,76.8,75.7,76.4,+1.40,183.0,False,,,
111/03/11,285422.0,21963837.0,76.4,77.3,76.2,76.9,+0.50,377.0,False,0.9200000000000016,0.6400000000000006,0.5466666666666669
111/03/14,146717.0,11338874.0,76.9,79.0,76.8,76.9, 0.00,113.0,False,0.6865671641791055,0.6555223880597022,0.5829519071310121
111/03/15,115355.0,8774837.0,76.5,76.5,75.8,76.0,-0.90,83.0,False,0.5522388059701494,0.6210945273631846,0.5956661138750695
111/03/16,39583.0,3026560.0,77.0,77.0,76.1,76.2,+0.20,58.0,False,0.5820895522388065,0.6080928689883919,0.5998083655795102
111/03/17,67150.0,5137764.0,77.3,77.3,76.3,76.5,+0.30,67.0,False,0.6268656716417912,0.6143504698728584,0.6046557336772929
111/03/18,1455748.0,107852665.0,76.0,77.0,73.9,73.9,-2.60,500.0,False,0.2388059701492549,0.4891689699649905,0.5661601457731921
111/03/21,686981.0,50876361.0,74.0,74.4,73.7,74.0,+0.10,348.0,False,0.05660377358490516,0.3449805711716287,0.4924336209060042
111/03/22,142336.0,10728732.0,74.2,76.4,74.2,76.1,+2.10,131.0,False,0.4528301886792439,0.3809304436741671,0.4552658951620584
111/03/23,41956.0,3181312.0,75.6,76.2,75.6,76.0,-0.10,52.0,False,0.4339622641509431,0.3986077171664257,0.4363798358301808
111/03/24,51196.0,3900921.0,76.0,76.4,75.9,76.1,+0.10,51.0,False,0.4528301886792439,0.4166818743373651,0.4298138486659089
111/03/25,40398.0,3093775.0,76.3,76.9,76.3,76.5,+0.40,49.0,False,0.7777777777777782,0.5370471754841695,0.4655582909386624
111/03/28,47141.0,3575740.0,75.6,76.5,75.6,75.8,-0.70,48.0,False,0.5833333333333327,0.5524758947672238,0.4945308255481828
111/03/29,67683.0,5129033.0,75.9,75.9,75.6,75.7,-0.10,60.0,False,0.5555555555555565,0.5535024483633346,0.5141880331532334
111/03/30,97431.0,7384021.0,75.7,76.1,75.5,76.1,+0.40,86.0,False,0.7272727272727253,0.6114258746664648,0.5466006469909771
