日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,filter,rsv,k,d,5MA,10MA,20MA
111/06/30,61312.0,1315004.0,22.1,22.1,21.3,21.35,-0.8,71.0,False,0.15625000000000022,0.3612902750943799,0.3496906667858577,22.069999999999993,21.909999999999993,22.952500000000004
111/07/01,248578.0,5094337.0,21.0,21.75,20.0,20.0,-1.35,235.0,False,0.0,0.2408601833962533,0.31341383898932285,21.659999999999993,21.694999999999993,22.727500000000003
111/07/04,49007.0,1002740.0,19.9,20.75,19.9,20.45,0.45,43.0,False,0.1964285714285716,0.2260496460736927,0.2842924413507795,21.229999999999997,21.59499999999999,22.530000000000005
111/07/05,98350.0,2012601.0,20.9,20.95,20.2,20.6,0.15,58.0,False,0.2500000000000009,0.2340330973824621,0.2675393266946737,20.909999999999993,21.43999999999999,22.345000000000006
111/07/06,79521.0,1610705.0,20.65,20.75,19.95,20.0,-0.6,84.0,False,0.03571428571428621,0.16792682682640347,0.2343351600719169,20.479999999999997,21.29999999999999,22.132500000000004
111/07/07,86106.0,1774303.0,20.15,20.75,20.05,20.75,0.75,72.0,False,0.3035714285714289,0.2131416940747453,0.22727067140619306,20.359999999999996,21.214999999999993,21.925000000000004
111/07/08,89101.0,1845157.0,20.75,20.9,20.5,20.75,0.0,64.0,False,0.34693877551020424,0.2577407212198983,0.2374273546774281,20.509999999999998,21.08499999999999,21.737500000000004
111/07/11,59031.0,1229847.0,21.2,21.3,20.6,20.6,-0.15,57.0,False,0.29787234042553296,0.27111792762177644,0.24865754565887754,20.539999999999996,20.88499999999999,21.582500000000007
111/07/12,98188.0,1964237.0,20.6,20.6,19.8,19.95,-0.65,93.0,False,0.06521739130434719,0.2024844155159667,0.23326650227790724,20.409999999999997,20.65999999999999,21.410000000000007
111/07/13,92012.0,1871048.0,20.2,20.55,20.2,20.3,0.35,66.0,False,0.2564102564102565,0.22045969581406327,0.2289975667899592,20.469999999999995,20.47499999999999,21.250000000000007
