日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,filter,rsv,k,d,5MA,10MA,20MA
111/03/01,594834.0,14223266.0,24.15,24.15,23.5,23.9,0.25,415.0,False,,,,,,
111/03/02,605483.0,14455498.0,23.95,24.0,23.7,23.9,0.0,399.0,False,,,,,,
111/03/03,506391.0,12095972.0,24.0,24.1,23.8,23.85,-0.05,379.0,False,,,,,,
111/03/04,1138729.0,26843832.0,23.7,23.85,23.5,23.5,-0.35,794.0,False,,,,,,
111/03/07,2303921.0,52642389.0,23.1,23.2,22.6,22.75,-0.75,1431.0,False,,,,23.580000000000002,,
111/03/08,2298441.0,51368296.0,22.7,23.05,22.0,22.15,-0.6,1239.0,False,,,,23.23,,
111/03/09,1012499.0,22503957.0,22.2,22.5,22.1,22.3,0.15,691.0,False,,,,22.910000000000004,,
111/03/10,1217484.0,27985459.0,22.8,23.15,22.7,23.15,0.85,676.0,False,,,,22.770000000000003,,
111/03/11,941238.0,21633327.0,23.0,23.3,22.8,22.95,-0.2,497.0,False,0.44186046511627897,0.4806201550387597,0.4935400516795865,22.660000000000004,,
111/03/14,502223.0,11553335.0,23.05,23.2,22.9,23.05,0.1,366.0,False,0.5,0.487080103359173,0.491386735572782,22.720000000000006,23.150000000000002,
111/03/15,655979.0,14895933.0,23.1,23.1,22.6,22.6,-0.45,462.0,False,0.2857142857142862,0.4199581641442108,0.4675772117632582,22.810000000000002,23.020000000000003,
111/03/16,1294632.0,29417171.0,23.05,23.05,22.45,22.95,0.35,994.0,False,0.5135135135135127,0.4511432806006447,0.4620992347090537,22.94,22.925,
111/03/17,1075427.0,25042797.0,23.2,23.5,23.15,23.35,0.4,697.0,False,0.9000000000000009,0.6007621870670967,0.5083202188284013,22.98,22.875,
111/03/18,483303.0,11238394.0,23.35,23.4,23.15,23.35,0.0,342.0,False,0.9000000000000009,0.7005081247113979,0.5723828541227335,23.06,22.86,
111/03/21,1442491.0,33812420.0,23.35,23.7,22.9,23.6,0.25,724.0,False,0.9375000000000012,0.7795054164742656,0.6414237082399108,23.17,22.945,
111/03/22,849827.0,20210543.0,23.7,23.95,23.6,23.85,0.25,529.0,False,0.9333333333333348,0.8307813887606219,0.7045429350801478,23.420000000000005,23.115,
111/03/23,1012252.0,24210678.0,23.95,24.1,23.8,23.8,-0.05,617.0,False,0.818181818181818,0.8265815319010206,0.745222467353772,23.590000000000007,23.264999999999997,
111/03/24,527681.0,12558419.0,23.75,23.9,23.65,23.9,0.1,432.0,False,0.8787878787878772,0.8439836475299727,0.7781428607458388,23.700000000000006,23.339999999999996,
111/03/25,440219.0,10481762.0,24.05,24.05,23.65,23.7,-0.2,361.0,False,0.7575757575757566,0.8151810175452339,0.7904889130123037,23.770000000000003,23.415,
111/03/28,711921.0,16547390.0,23.3,23.45,23.0,23.4,-0.3,607.0,False,0.5757575757575746,0.735373203616014,0.772117009880207,23.730000000000008,23.449999999999996,23.300000000000004
111/03/29,340073.0,7950581.0,23.4,23.55,23.25,23.25,-0.15,287.0,False,0.2916666666666672,0.5874710246328984,0.7105683481311039,23.610000000000007,23.514999999999993,23.267500000000005
111/03/30,921177.0,21588468.0,23.35,23.65,23.35,23.45,0.2,424.0,False,0.4583333333333328,0.5444251275330432,0.6551872745984171,23.540000000000006,23.564999999999998,23.245000000000005
111/03/31,626717.0,14636315.0,23.45,23.6,23.2,23.25,-0.2,443.0,False,0.2916666666666672,0.4601723072442511,0.5901822854803618,23.410000000000007,23.555,23.215000000000003
111/04/01,628090.0,14511179.0,23.25,23.3,22.9,23.15,-0.1,477.0,False,0.20833333333333284,0.3762259826072784,0.5188635178560006,23.300000000000008,23.535,23.1975
111/04/06,852481.0,19459225.0,22.9,23.0,22.75,22.8,-0.35,732.0,False,0.037037037037037535,0.2631630007505314,0.4336300121541775,23.180000000000007,23.455,23.200000000000003
111/04/07,1269049.0,28439629.0,22.7,22.75,22.2,22.25,-0.55,979.0,False,0.02702702702702739,0.18445100950936336,0.3505703446059061,22.980000000000008,23.294999999999995,23.205000000000005
111/04/08,576969.0,12885048.0,22.35,22.5,22.25,22.4,0.15,451.0,False,0.10810810810810764,0.1590033757089448,0.28671468830691904,22.770000000000007,23.154999999999994,23.21
111/04/11,1644806.0,36165327.0,22.45,22.45,21.8,21.9,-0.5,1035.0,False,0.05405405405405296,0.12402026849064753,0.2324832150348285,22.500000000000007,22.954999999999995,23.1475
111/04/12,864847.0,19175856.0,22.0,22.45,21.8,22.45,0.55,643.0,False,0.351351351351351,0.199797296110882,0.2215879087268464,22.360000000000003,22.829999999999995,23.122500000000002
111/04/13,980161.0,22222603.0,22.4,22.85,22.4,22.65,0.2,666.0,False,0.4594594594594588,0.2863513505604076,0.2431757226713667,22.330000000000005,22.754999999999995,23.1025
111/04/14,1106270.0,24707968.0,22.55,22.7,22.15,22.2,-0.45,737.0,False,0.22222222222222127,0.2649749744476788,0.2504421399301374,22.320000000000004,22.649999999999995,23.0825
111/04/15,872794.0,19182095.0,22.1,22.15,21.85,21.95,-0.25,498.0,False,0.09999999999999903,0.2099833162984522,0.2369558653862424,22.23,22.499999999999993,23.0325
111/04/18,847930.0,18522133.0,21.9,22.0,21.6,21.85,-0.1,532.0,False,0.17857142857142874,0.19951268705611105,0.22447480594286529,22.22,22.359999999999992,22.9575
111/04/19,549978.0,12181724.0,21.95,22.25,21.95,22.2,0.35,352.0,False,0.4799999999999983,0.2930084580374068,0.2473193566410457,22.169999999999995,22.264999999999993,22.9
111/04/20,980514.0,22013567.0,22.35,22.6,22.25,22.45,0.25,654.0,False,0.6799999999999983,0.4220056386916039,0.3055481173245651,22.129999999999995,22.22999999999999,22.842499999999994
111/04/21,752514.0,17108138.0,22.5,22.9,22.5,22.75,0.3,448.0,False,0.8846153846153855,0.5762088873328644,0.39576837399399817,22.239999999999995,22.27999999999999,22.787499999999994
111/04/22,428600.0,9647046.0,22.4,22.65,22.35,22.55,-0.2,331.0,False,0.7307692307692318,0.6277290018116535,0.4730885832665499,22.359999999999992,22.29499999999999,22.724999999999994
111/04/25,1403681.0,30463312.0,22.0,22.05,21.5,21.5,-1.05,898.0,False,0.0,0.41848600120776897,0.4548877225802896,22.289999999999992,22.25499999999999,22.604999999999997
111/04/26,1621193.0,34269494.0,21.65,21.7,20.9,20.9,-0.6,890.0,False,0.0,0.27899066747184603,0.39625537087747503,22.029999999999994,22.09999999999999,22.464999999999996
111/04/27,3039006.0,60346843.0,20.5,20.5,19.45,20.15,-0.75,1498.0,False,0.2028985507246376,0.25362662855610985,0.3487124567703533,21.56999999999999,21.84999999999999,22.302499999999995
111/04/28,1247791.0,24957365.0,20.05,20.25,19.85,19.95,-0.2,742.0,False,0.1449275362318841,0.2173935977813679,0.3049395037740248,21.00999999999999,21.624999999999993,22.137499999999996
111/04/29,1731030.0,35833185.0,20.0,21.1,20.0,20.95,1.0,1020.0,False,0.4347826086956523,0.2898566014194627,0.2999118696558374,20.68999999999999,21.52499999999999,22.012499999999996
111/05/03,627945.0,12999098.0,20.8,21.0,20.55,20.85,-0.1,388.0,False,0.4057971014492761,0.3285034347627338,0.30944239135813617,20.55999999999999,21.42499999999999,21.892499999999995
111/05/04,1407299.0,30235464.0,21.05,21.75,21.05,21.5,0.65,848.0,False,0.594202898550725,0.41706992269206417,0.3453182351361121,20.67999999999999,21.354999999999993,21.809999999999995
111/05/05,1010641.0,21972466.0,21.6,22.05,21.5,21.75,0.25,646.0,False,0.7187500000000003,0.5176299484613762,0.4027554729112002,20.99999999999999,21.284999999999993,21.757499999999997
