日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,filter,rsv,k,d,5MA,10MA,20MA
111/10/26,909259.0,84492336.0,92.5,94.1,90.8,94.1,+0.80,718.0,False,0.24152542372881314,0.1974007238021776,0.1905660069523339,94.01999999999998,98.19000000000001,105.69499999999998
111/10/27,5791934.0,518015961.0,93.9,95.0,85.4,94.0,-0.10,4109.0,False,0.3233082706766916,0.23936990609368225,0.2068339733327833,92.81999999999998,97.76000000000002,104.91999999999999
111/10/28,3578217.0,318027764.0,91.3,94.5,86.6,86.6,-7.40,2561.0,False,0.0451127819548868,0.17461753138075042,0.1960951593487723,92.13999999999999,96.17,103.42499999999998
111/10/31,2664419.0,234457513.0,88.1,89.6,86.6,88.7,+2.10,1755.0,False,0.12406015037593975,0.15776507104581353,0.18331846324778608,91.34,94.69000000000001,102.05999999999997
111/11/01,1313326.0,121159915.0,87.6,94.0,87.4,93.3,+4.60,1099.0,False,0.4247311827956986,0.2467537749624419,0.2044635671526713,91.34,93.67,101.09999999999998
111/11/02,1008777.0,95370536.0,94.8,95.8,93.2,94.0,+0.70,944.0,False,0.6231884057971012,0.3722319852406616,0.2603863731820014,91.32000000000001,92.67,99.74999999999997
111/11/03,788235.0,75183868.0,93.8,96.5,93.0,95.3,+1.30,824.0,False,0.8918918918918916,0.5454519541244051,0.35540823349613593,91.58,92.2,98.51499999999999
111/11/04,517136.0,49284506.0,93.5,96.2,93.5,96.0,+0.70,606.0,False,0.954954954954955,0.6819529544012549,0.4642564737978422,93.46,92.8,97.63999999999999
111/11/07,783595.0,75813289.0,98.9,99.4,94.7,97.1,+1.10,962.0,False,0.8357142857142849,0.7332067315055981,0.5539065597004276,95.14,93.23999999999998,96.89499999999998
111/11/08,2313345.0,228759893.0,98.0,101.0,97.2,97.5,+0.40,1868.0,False,0.7756410256410255,0.7473514962174073,0.6183882052060874,95.98,93.66,96.44499999999998
111/11/09,2068536.0,204736382.0,99.0,101.5,96.8,98.6,+1.10,1467.0,False,0.8053691275167782,0.7666907066505309,0.6678223723542351,96.9,94.10999999999999,96.14999999999998
111/11/10,827982.0,81205157.0,97.0,99.7,96.8,97.1,-1.50,711.0,False,0.704697986577181,0.7460264666260809,0.6938904037781837,97.26,94.41999999999999,96.08999999999997
111/11/11,2248767.0,213588261.0,100.0,100.0,92.0,92.0,-5.10,1853.0,False,0.3262411347517728,0.6060980226679782,0.6646262767414485,96.46,94.95999999999998,95.56499999999997
111/11/14,1320693.0,123562828.0,90.6,95.4,90.5,94.4,+2.40,1059.0,False,0.35454545454545505,0.5222471666271371,0.6171665733700114,95.91999999999999,95.52999999999997,95.10999999999999
111/11/15,1989926.0,184292945.0,98.1,98.3,90.5,91.9,-2.50,1730.0,False,0.1272727272727278,0.3905890201756673,0.54164072230523,94.79999999999998,95.38999999999999,94.52999999999999
111/11/16,772073.0,70286858.0,92.5,92.5,90.2,90.3,-1.60,659.0,False,0.008849557522123392,0.26334253262448604,0.4488746590783153,93.13999999999996,95.01999999999998,93.84499999999998
111/11/17,529100.0,48264733.0,90.0,92.3,90.0,90.6,+0.30,479.0,False,0.052173913043477765,0.1929529927641499,0.3635674369735935,91.83999999999996,94.54999999999998,93.37499999999997
111/11/18,1231750.0,110609323.0,91.2,92.6,88.0,88.0,-2.60,1035.0,False,0.0,0.12863532850943327,0.2852567341522067,91.03999999999996,93.74999999999997,93.27499999999998
111/11/21,1295779.0,119350503.0,89.2,93.8,88.4,92.8,+4.80,1142.0,False,0.3555555555555553,0.20427540419147394,0.2582629574986291,90.71999999999996,93.31999999999996,93.27999999999997
111/11/22,1416767.0,127649171.0,92.8,92.8,89.0,89.2,-3.60,1316.0,False,0.10000000000000024,0.16951693612764934,0.2286809503749692,90.17999999999998,92.48999999999998,93.07499999999997
