pldate,plprice,plcount
2022-03-15,48.4,0.0
2022-03-15,48.4,0.0
2022-04-07,48.75,0.0
2022-05-19,42.8,0.0
2022-07-01,33.1,0.0
2022-08-04,34.35,0.0
2022-09-07,37.5,0.0
2022-09-28,35.25,0.0
2022-11-04,37.45,0.0
2022-11-28,39.55,0.0
