pldate,plprice,plcount
2022-03-16,27.95,0.0
2022-04-07,28.1,0.0
2022-05-11,36.5,0.0
2022-08-09,31.5,0.0
2022-09-07,37.5,0.0
2022-10-26,34.5,0.0
2022-12-20,46.1,0.0
