pldate,plprice,plcount
2022-04-18,128.0,0.0
2022-07-15,144.0,0.0
2022-08-04,137.5,0.0
2022-09-05,162.5,0.0
2022-10-21,170.5,0.0
2022-12-20,190.5,0.0
