pldate,plprice,plcount
2022-03-07,13.1,0.0
2022-04-18,15.95,0.0
2022-05-12,14.2,0.0
2022-06-13,14.35,0.0
2022-07-14,12.25,0.0
2022-08-04,12.8,0.0
2022-10-21,14.35,0.0
