pldate,plprice,plcount
2022-03-15,76.0,0.0
2022-03-15,76.0,0.0
2022-05-12,60.3,0.0
2022-06-20,60.4,0.0
2022-08-29,89.7,0.0
2022-10-28,69.9,0.0
