pldate,plprice,plcount
2022-05-11,33.3,0.0
2022-07-06,31.25,0.0
2022-08-04,34.7,0.0
2022-09-06,34.5,0.0
2022-09-28,31.55,0.0
2022-10-26,31.05,0.0
2023-01-13,31.9,0.0
