pldate,plprice,plcount
2022-03-15,9.11,0.0
2022-03-15,9.11,0.0
2022-05-16,8.29,0.0
2022-07-12,10.6,0.0
2022-08-15,20.8,0.0
2022-10-26,18.9,0.0
