pldate,plprice,plcount
2022-04-18,51.0,0.0
2022-07-01,37.85,0.0
2022-08-10,33.25,0.0
2022-09-07,30.1,0.0
2022-10-13,26.95,0.0
2022-11-22,31.85,0.0
2022-12-12,32.2,0.0
2022-12-30,31.85,0.0
