pldate,plprice,plcount
2022-03-09,69.6,0.0
2022-04-07,75.2,0.0
2022-05-12,72.0,0.0
2022-07-04,75.0,0.0
2022-08-29,93.2,0.0
2022-10-28,73.9,0.0
