pldate,plprice,plcount
2022-03-08,9.34,0.0
2022-04-12,8.6,0.0
2022-05-31,10.8,0.0
2022-07-06,13.35,0.0
2022-08-15,24.3,0.0
2022-10-03,25.55,0.0
