pldate,plprice,plcount
2022-03-07,349.5,0.0
2022-05-12,325.5,0.0
2022-06-17,329.5,0.0
2022-07-12,317.0,0.0
2022-09-05,310.5,0.0
2022-10-13,290.5,0.0
2022-11-04,277.0,0.0
