pldate,plprice,plcount
2022-03-08,24.65,0.0
2022-04-07,24.55,0.0
2022-07-18,22.2,0.0
2022-09-02,22.7,0.0
2022-09-26,22.55,0.0
2022-10-19,22.65,0.0
2022-11-23,23.4,0.0
