pldate,plprice,plcount
2022-04-26,339.0,0.0
2022-05-26,322.5,0.0
2022-07-12,275.0,0.0
2022-09-01,345.0,0.0
2022-09-28,361.5,0.0
2022-10-26,314.0,0.0
2022-12-26,365.5,0.0
