pldate,plprice,plcount
2022-03-15,55.6,0.0
2022-05-12,44.95,0.0
2022-06-20,42.1,0.0
2022-08-04,58.3,0.0
2022-08-29,58.7,0.0
2022-10-28,48.3,0.0
2022-11-28,51.5,0.0
2022-12-20,54.4,0.0
