pldate,plprice,plcount
2022-03-08,27.5,0.0
2022-04-07,36.9,0.0
2022-05-12,34.25,0.0
2022-07-12,35.75,0.0
2022-08-03,37.55,0.0
2022-08-29,37.45,0.0
