pldate,plprice,plcount
2022-03-15,50.6,0.0
2022-04-12,52.8,0.0
2022-05-12,50.2,0.0
2022-06-20,52.0,0.0
2022-07-12,51.0,0.0
2022-08-04,52.9,0.0
2022-08-24,52.6,0.0
2022-11-11,63.8,0.0
2023-01-13,68.8,0.0
